#hg18.kgXref.kgID	hg18.kgXref.geneSymbol	hg18.knownToLocusLink.value
uc001hov.2	DNAH14	127602
uc001hot.2	DNAH14	127602
uc001hou.2	DNAH14	127602
uc001how.1	Dnahc14	127602
uc001hox.1	CR936804	127602
uc001hpe.1	AK124056	n/a
uc001hpg.1	SRP9	6726
uc001hpf.2	DKFZp564M2223	6726
uc001hph.1	DKFZp564M2223	6726
uc001hpi.2	DKFZp564M2223	6726
uc001hpj.1	BC045603	6726
uc001hpl.1	EPHX1	2052
uc001hpk.1	EPHX1	2052
uc001hpw.1	H3F3B	3020
uc001hpx.2	BC032899	n/a
uc001hpz.1	MIXL1	83881
uc009xem.1	C1orf95	375057
uc009xen.1	C1orf95	375057
uc009xeo.1	PSEN2	5664
uc009xep.1	PSEN2	5664
uc001hqk.2	PSEN2	5664
uc001hqn.1	CABC1	56997
uc001hqm.1	CABC1	56997
uc009xeq.1	CABC1	56997
uc001hqo.1	CABC1	56997
uc009xer.1	CABC1	56997
uc001hql.1	CABC1	n/a
uc001hqv.2	BC039356	n/a
uc001hqw.1	ZNF678	339500
uc009xet.1	ZNF678	339500
uc009xeu.1	ZNF678	339500
uc001hrf.1	SNAP47	116841
uc001hqz.1	SNAP47	116841
uc001hrd.2	SNAP47	116841
uc001hre.2	C1orf142	116841
uc001hrg.1	SNAP47	116841
uc001hra.1	SNAP47	116841
uc001hqx.2	C1orf142	100130093
uc001hqy.2	C1orf142	100130093
uc001hrh.1	MPN2	339501
uc001hrj.1	DQ597235	n/a
uc001hrk.1	DQ599768	n/a
uc001hrl.1	DQ590432	n/a
uc001hrm.1	DQ574660	n/a
uc001hrn.1	DQ575011	n/a
uc001hro.1	DQ575955	n/a
uc001hrq.1	WNT3A	89780
uc001hrp.1	WNT3A	89780
uc001hrr.1	ARF1	375
uc001hru.1	ARF1	375
uc001hrv.1	ARF1	375
uc001hrs.1	ARF1	375
uc001hrw.1	ARF1	375
uc001hrt.1	ARF1	375
uc009xev.1	ARF1	375
uc001hsh.1	GUK1	2987
uc001hsi.1	GUK1	2987
uc001hsj.1	DKFZp666D023	2987
uc001hsk.1	GJC2	57165
uc009xey.1	GJC2	57165
uc001hsl.2	C1orf69	200205
uc009xez.1	OBSCN	84033
uc001hsn.1	OBSCN	84033
uc001hsr.1	OBSCN	84033
uc001hsq.1	OBSCN	84033
uc001hsp.1	KIAA1556	84033
uc009xfa.1	KIAA1639	84033
uc001hso.2	OBSCN	84033
uc001hsz.1	HIST3H2BB	128312
uc001htb.1	RNF187	149603
uc001htc.1	RNF187	149603
uc001htd.1	DUSP5P	574029
uc001htf.1	RHOU	58480
uc001hth.1	RAB4A	5867
uc001htk.2	SPHAR	10638
uc001hti.1	RAB4A	5867
uc001htj.1	RAB4A	5867
uc001hts.1	URB2	9816
uc009xfd.1	URB2	9816
uc001htt.1	GALNT2	2590
uc001htu.1	GALNT2	2590
uc001htw.1	COG2	22796
uc001htx.1	COG2	22796
uc001htz.1	CAPN9	10753
uc001hua.1	CAPN9	10753
uc009xfg.1	CAPN9	10753
uc001hue.1	BC032911	n/a
uc001huh.1	ARV1	64801
uc009xfl.1	ARV1	64801
uc009xfn.1	TRIM67	440730
uc001hup.2	GNPAT	8443
uc009xfp.1	GNPAT	8443
uc009xfo.1	DHAPAT	8443
uc001hur.1	C1orf124	83932
uc001hus.1	C1orf124	83932
uc001hut.1	C1orf124	83932
uc001huw.1	TSNAX	7257
uc001huz.1	DISC1	27185
uc001hva.1	DISC1	27185
uc001huy.1	DISC1	27185
uc001hux.1	DISC1	27185
uc009xfr.1	KIAA0457	27185
uc001hvb.2	DISC1	27185
uc001hvc.2	DISC1	27185
uc001hvh.2	KIAA1383	54627
uc001hvj.1	C1orf57	84284
uc001hvi.1	C1orf57	84284
uc009xfs.1	C1orf57	84284
uc009xft.1	C1orf57	84284
uc001hvt.2	KIAA1804	84451
uc001hvs.1	KIAA1804	84451
uc001hvu.2	KIAA1804	84451
uc001hvv.1	KCNK1	3775
uc001hvw.1	KCNK1	3775
uc001hvx.1	KCNK1	3775
uc001hvy.1	SLC35F3	148641
uc001hwa.1	SLC35F3	148641
uc001hwc.1	C1orf31	388753
uc001hwb.1	C1orf31	388753
uc001hwh.2	BC032040	n/a
uc001hwi.1	CR596412	n/a
uc001hwj.1	AK125357	n/a
uc001hww.1	GGPS1	9453
uc001hwv.1	GGPS1	9453
uc001hwx.1	GGPS1	9453
uc009xfy.1	GGPS1	9453
uc001hwy.1	GGPS1	9453
uc001hwz.1	TBCE	6905
uc001hxa.1	TBCE	6905
uc001hxb.1	TBCE	6905
uc001hxf.1	AX747026	n/a
uc001hxp.1	AX747246	n/a
uc001hxq.1	GPR137B	7107
uc001hxr.1	GPR137B	7107
uc009xge.1	TM7SF1	7107
uc001hxu.1	EDARADD	128178
uc001hxv.1	EDARADD	128178
uc001hxy.1	LGALS8	3964
uc001hxw.1	LGALS8	3964
uc001hxz.1	LGALS8	3964
uc001hya.1	LGALS8	3964
uc009xgg.1	LGALS8	3964
uc001hyb.1	LGALS8	3964
uc001hyc.1	LGALS8	3964
uc001hyf.2	ACTN2	88
uc001hyg.2	ACTN2	88
uc009xgi.1	ACTN2	88
uc001hyh.2	ACTN2	88
uc001hyi.2	MTR	4548
uc009xgj.1	MTR	4548
uc001hyl.1	RYR2	6262
uc001hyp.1	CHRM3	1131
uc009xgk.1	CHRM3	1131
uc001hyo.1	CHRM3	1131
uc001hyq.1	FMN2	56776
uc009xgl.1	FMN2	56776
uc001hyr.1	FMN2	56776
uc009xgp.1	KMO	8564
uc009xgo.1	KMO	8564
uc001hyy.2	KMO	8564
uc001hzf.1	WDR64	128025
uc001hzg.1	WDR64	128025
uc001hze.1	WDR64	128025
uc001hzh.1	EXO1	9156
uc001hzi.1	EXO1	9156
uc001hzj.1	EXO1	9156
uc009xgq.1	EXO1	9156
uc001hzw.1	SDCCAG8	10806
uc001hzx.1	SDCCAG8	10806
uc001hzy.1	NY-CO-8	10806
uc001iac.2	BC046644	n/a
uc001iad.2	ZNF238	10472
uc001iae.1	ZNF238	10472
uc001iaf.1	RP58 gene	10472
uc001iah.1	C1orf100	200159
uc001iai.1	C1orf100	200159
uc001ial.1	C1orf101	257044
uc001iam.1	C1orf101	257044
uc001ian.1	C1orf101	257044
uc001iak.1	C1orf101	257044
uc001iao.1	PPPDE1	51029
uc001iap.1	FAM152A	51029
uc001iaq.1	AX747535	51029
uc001iar.1	FAM36A	116228
uc001ias.1	FAM36A	116228
uc001iat.1	FAM36A	116228
uc001ibc.1	EFCAB2	84288
uc001ibd.1	EFCAB2	84288
uc001ibe.1	EFCAB2	84288
uc001ibf.1	KIF26B	55083
uc001ibg.1	KIF26B	55083
uc001ibh.1	KIF26B	55083
uc001ibm.1	DQ593601	n/a
uc001ibp.1	C1orf71	163882
uc001ibo.2	C1orf71	163882
uc001ibq.2	AK026365	163882
uc001ibr.1	SCCPDH	51097
uc001ibs.1	AK022825	149134
uc001icn.1	VN1R5	317705
uc001icr.1	NLRP3	114548
uc001icu.1	NLRP3	114548
uc001ics.1	NLRP3	114548
uc001icw.1	NLRP3	114548
uc001icv.1	NLRP3	114548
uc001ict.1	NLRP3	114548
uc001icz.1	OR2W5	441932
uc001idf.1	C1orf150	148823
uc009xgw.1	C1orf150	148823
uc001ida.2	C1orf150	148823
uc001idb.2	C1orf150	148823
uc009xgx.1	C1orf150	148823
uc001idc.2	AK130400	n/a
uc001idg.1	OR2G2	81470
uc001idh.1	OR2G3	81469
uc001ido.1	TRIM58	25893
uc001idq.2	OR2W3	343171
uc001idp.1	OR2W3	343171
uc001idr.1	OR2T8	343172
uc001ids.1	OR2L13	284521
uc009xha.1	OR2L13	284521
uc001idt.1	OR2L8	391190
uc001idu.1	OR2AK2	391191
uc001idv.1	OR2L1P	26247
uc001idw.1	OR2L2	26246
uc001idx.1	OR2L3	391192
uc001idy.1	OR2M1P	388762
uc001idz.1	OR2M5	127059
uc001iea.1	OR2M2	391194
uc001ieb.1	OR2M3	127062
uc001iec.1	OR2M4	26245
uc001ieg.1	OR14C36	127066
uc001ieh.1	OR2T4	127074
uc001iei.1	OR2T6	254879
uc001iej.1	OR2T1	26696
uc001iek.1	OR2T2	401992
uc001iel.1	OR2T3	343173
uc001iem.1	OR2T5	401993
uc001ien.1	OR2G6	391211
uc001iex.1	ZNF672	79894
uc001iey.2	ZNF672	79894
uc001ifg.1	PGBD2	267002
uc001ifh.1	PGBD2	267002
uc009xhd.1	PGBD2	267002
uc009viq.1	FLJ00038	653635
uc009vir.1	FLJ00038	653635
uc009vix.1	FLJ00038	653635
uc001aac.2	FLJ00038	653635
uc001aaf.1	DKFZp434K1323	653635
uc001aab.2	DKFZp434K1323	653635
uc009vit.1	DKFZp434K1323	653635
uc009viu.1	DKFZp434K1323	653635
uc001aae.2	DKFZp434K1323	653635
uc009viy.1	FLJ00038	653635
uc009viz.1	FLJ00038	653635
uc009viv.1	FLJ00038	653635
uc009viw.1	FLJ00038	653635
uc009vjb.1	DKFZp434K1323	653635
uc001aah.2	FLJ00038	653635
uc009vje.1	FLJ00038	653635
uc009vjf.1	FLJ00038	653635
uc001aai.1	DKFZp434K1323	653635
uc009vja.1	FLJ00038	653635
uc001aag.1	DKFZp686C24272	653635
uc009vis.1	DKFZp434K1323	653635
uc009vjc.1	DKFZp434K1323	653635
uc009vjd.1	DKFZp434K1323	653635
uc001aak.1	F379	654835
uc009vji.1	AK125248	n/a
uc009vjj.1	AK311604	n/a
uc001aam.2	DQ580039	n/a
uc001aap.1	DQ600587	n/a
uc001aay.1	BC036251	n/a
uc001abd.1	OR4F16	26683
uc009vjm.1	DQ587965	n/a
uc001abe.2	DQ595736	n/a
uc001abg.1	DQ600587	n/a
uc001abh.1	DQ599872	n/a
uc001abi.1	DQ575786	n/a
uc001abj.1	DQ599874	n/a
uc001abk.1	DQ574670	n/a
uc001abl.1	DQ599872	n/a
uc001abm.2	AK310751	n/a
uc001abo.1	BC006361	n/a
uc001abt.2	BC047940	284593
uc001abz.2	NOC2L	26155
uc009vjq.1	NOC2L	26155
uc001aby.2	NOC2L	26155
uc009vjp.1	DKFZp564C186	26155
uc009vjr.1	NOC2L	26155
uc001ach.1	C1orf170	n/a
uc001acg.1	C1orf170	n/a
uc001aci.1	HES4	57801
uc001acu.2	C1orf159	54991
uc009vjt.1	C1orf159	54991
uc001acp.2	C1orf159	54991
uc001act.2	C1orf159	54991
uc009vju.1	UNQ2998	54991
uc001acr.2	UNQ2998	54991
uc001acs.2	UNQ2998	54991
uc001acn.2	C1orf159	54991
uc001acm.2	C1orf159	54991
uc001acx.1	AK128833	n/a
uc001adb.1	TNFRSF18	8784
uc001adc.1	TNFRSF18	8784
uc001add.1	TNFRSF18	8784
uc001ada.1	TNFRSF18	8784
uc001ade.1	TNFRSF4	7293
uc001adf.2	TNFRSF4	7293
uc001adh.2	SDF4	51150
uc001adi.2	SDF4	51150
uc009vjv.1	SDF4	51150
uc009vjw.1	SDF4	51150
uc001adg.1	SDF4	51150
uc001adj.1	SDF4	51150
uc001adl.1	FAM132A	388581
uc001ado.1	UBE2J2	118424
uc001adp.1	UBE2J2	118424
uc001adq.1	UBE2J2	118424
uc001adr.1	UBE2J2	118424
uc001ads.1	UBE2J2	118424
uc001adn.1	UBE2J2	118424
uc001adm.1	UBE2J2	118424
uc001adz.1	ACAP3	116983
uc001aeb.1	ACAP3	116983
uc001aea.1	ACAP3	116983
uc001ady.1	ACAP3	116983
uc001aec.1	KIAA1716	116983
uc001aee.1	CPSF3L	54973
uc001aef.1	DKFZp434A1923	54973
uc009vjz.1	CPSF3L	54973
uc001aeg.1	CPSF3L	54973
uc001aeh.1	CPSF3L	54973
uc001aei.1	CPSF3L	54973
uc001aej.1	DKFZp434A1923	54973
uc001aek.1	DKFZp434A1923	54973
uc009vjy.1	DKFZp434A1923	54973
uc001aem.1	CPSF3L	54973
uc001ael.1	DKFZp434A1923	54973
uc001aen.1	DKFZp434A1923	54973
uc001aer.2	DVL1	1855
uc001aeu.1	DVL1	1855
uc001aeq.1	DVL1	1855
uc009vka.1	DVL1	1855
uc001aew.1	MXRA8	54587
uc001afa.1	MXRA8	54587
uc001aez.1	MXRA8	54587
uc001aex.2	MXRA8	54587
uc001aey.2	MXRA8	54587
uc001aev.1	UNQ662	54587
uc001afd.2	AURKAIP1	54998
uc001afc.2	AURKAIP1	54998
uc009vkb.1	AURKAIP1	54998
uc001afb.1	AURKAIP1	54998
uc001afh.1	CCNL2	81669
uc001afi.1	CCNL2	81669
uc001afj.1	CCNL2	81669
uc001afk.1	CCNL2	81669
uc001afg.1	CCNL2	81669
uc001afe.1	FLJ00183	81669
uc001aff.1	CCNL2	81669
uc001afl.1	FLJ00183	81669
uc001afo.2	MRPL20	55052
uc001afp.2	hCG_20426	441869
uc001afq.2	hCG_20426	441869
uc009vkf.1	C1orf70	339453
uc001agd.1	SSU72	29101
uc009vkg.1	SSU72	29101
uc001age.1	SSU72	29101
uc001aha.1	CDC2L1	984
uc001agw.1	CDC2L1	984
uc001agv.1	CDC2L1	984
uc001agy.1	CDC2L1	984
uc001agx.1	CDC2L1	984
uc001agz.1	CDC2L1	984
uc009vkr.1	CDC2L2	728642
uc009vks.1	CDC2L2	728642
uc001ahg.2	LOC728661	728661
uc001aib.1	SLC35E2	9906
uc001ags.1	CDC2L1	984
uc001agt.1	CDC2L1	984
uc009vkk.1	CDC2L2	984
uc009vkj.1	CDC2L1	984
uc009vkt.1	CDC2L1	728642
uc009vku.1	CDC2L2	728642
uc009vkv.1	CDC2L2	728642
uc001aht.1	CDC2L2	728642
uc001ahu.1	CDC2L2	984
uc001ahv.1	CDC2L2	984
uc009vkp.1	CDC2L2	728642
uc001ahw.1	CDC2L2	984
uc009vkq.1	CDC2L2	728642
uc001ahj.2	CDC2L2	728642
uc001ahb.2	CDC2L1	984
uc001ahf.2	LOC728661	728661
uc001ahh.2	LOC728661	728661
uc001ahy.2	SLC35E2	9906
uc009vkm.1	SLC35E2	9906
uc001ahz.2	SLC35E2	9906
uc009vkl.1	SLC35E2	728661
uc009vkn.1	SLC35E2	728661
uc001ahe.2	KIAA0447	728661
uc001ahc.1	CDC2L1	n/a
uc001aia.1	AK309762	n/a
uc001aic.1	NADK	65220
uc009vkw.1	NADK	65220
uc001aid.2	NADK	65220
uc001aie.1	NADK	65220
uc009vkx.1	FLJ13052	65220
uc001aif.1	GNB1	2782
uc009vky.1	GNB1	2782
uc001aij.1	TMEM52	339456
uc001aii.1	TMEM52	339456
uc001ail.1	C1orf222	339457
uc001aik.1	C1orf222	339457
uc001aim.1	KIAA1751	85452
uc009vkz.1	KIAA1751	85452
uc001ain.1	KIAA1751	85452
uc001aio.1	AK054708	n/a
uc009vlc.1	hCG_1770745	n/a
uc001aiy.1	C1orf86	199990
uc001aiv.1	FP7162	199990
uc001aiw.1	C1orf86	199990
uc001aix.1	FP7162	199990
uc001ajb.1	MORN1	79906
uc009vld.1	MORN1	79906
uc001ajd.1	MORN1	79906
uc001ajc.2	NM_001127577	100129534
uc001ajg.1	PEX10	5192
uc001ajh.1	PEX10	5192
uc001ajm.1	PANK4	55229
uc001ajn.1	HES5	388585
uc001ajo.1	AK021767	115110
uc001ajp.1	BC114357	115110
uc001ajq.1	CR749717	115110
uc001ajr.1	TNFRSF14	8764
uc001ajs.1	TNFRSF14	8764
uc001ajt.1	TNFRSF14	8764
uc009vlf.1	TNFRSF14	8764
uc001ajy.1	MMEL1	79258
uc009vlg.1	MMEL1	79258
uc001akb.1	AL832943	440556
uc001aka.1	DKFZp761G0122	440556
uc001akl.1	MEGF6	1953
uc001akk.1	MEGF6	1953
uc001ako.1	WDR8	49856
uc001akn.2	WDR8	49856
uc009vlm.1	KIAA0495	57212
uc001akt.2	DKFZp434N0450	57212
uc001akx.1	LRRC47	57470
uc001aky.1	KIAA0562	9731
uc001akz.2	KIAA0562	9731
uc001alf.1	C1orf174	339448
uc009vls.1	C1orf174	339448
uc001alp.1	AK125078	n/a
uc001alq.1	NPHP4	261734
uc001als.1	KIAA0673	261734
uc009vlt.1	KIAA0673	261734
uc001alt.1	KIAA0673	261734
uc009vlu.1	KIAA0673	261734
uc001alr.1	NPHP4	261734
uc001amb.1	CHD5	26038
uc001ama.1	KIAA0444	26038
uc001amc.1	KIAA0444	26038
uc001alz.1	CHD5	26038
uc009vlx.1	KIAA0444	26038
uc001amd.1	RPL22	6146
uc001ame.1	RPL22	6146
uc001amk.1	ICMT	23463
uc001aml.1	PCCMT	23463
uc001amp.1	GPR153	387509
uc001amo.1	GPR153	387509
uc001amq.1	ACOT7	11332
uc001amr.1	ACOT7	11332
uc001ams.1	ACOT7	11332
uc001amt.1	ACOT7	11332
uc001amu.1	BACH	11332
uc001amv.1	BACH	11332
uc001amx.1	HES2	54626
uc001amw.2	HES2	54626
uc001ank.1	PLEKHG5	57449
uc001anp.1	PLEKHG5	57449
uc001ano.1	PLEKHG5	57449
uc001anm.1	PLEKHG5	57449
uc001anl.1	PLEKHG5	57449
uc001ane.1	TNFRSF25	8718
uc001anf.1	TNFRSF25	8718
uc001ang.1	TNFRSF25	8718
uc001anh.1	TNFRSF25	8718
uc001ani.1	TNFRSF25	8718
uc001ana.1	TNFRSF25	8718
uc001ann.1	PLEKHG5	57449
uc001anq.1	PLEKHG5	57449
uc009vmb.1	PLEKHG5	57449
uc009vma.1	PLEKHG5	57449
uc001anj.1	PLEKHG5	57449
uc001anb.1	TNFRSF25	8718
uc001anc.1	TNFRSF25	8718
uc001and.1	TNFRSF25	8718
uc009vlz.1	TNFRSF25	8718
uc001anr.1	KIAA0720	57449
uc001ans.1	NOL9	79707
uc001aoa.1	KLHL21	9903
uc009vme.1	KLHL21	9903
uc001anz.1	KLHL21	9903
uc001aof.1	DNAJC11	55735
uc001aog.1	DNAJC11	55735
uc001aos.1	UTS2	10911
uc001aor.1	UTS2	10911
uc001aoq.2	UTS2	10911
uc001aot.1	TNFRSF9	3604
uc001aoz.1	ERRFI1	54206
uc001apa.1	Mig-6	54206
uc001ape.1	RERE	473
uc001apf.1	RERE	473
uc001apd.1	RERE	473
uc001aph.1	KIAA0458	473
uc001apg.1	DKFZp566H0824	n/a
uc001apj.1	ENO1	2023
uc001apk.1	ENO1	2023
uc001apl.1	DKFZp666C036	2023
uc009vmi.1	ENO1	2023
uc009vmj.1	ENO1	2023
uc009vml.1	ENO1	2023
uc009vmk.1	ENO1	2023
uc001api.1	ENO1	2023
uc009vmm.1	ENO1	2023
uc009vmo.1	SLC2A7	155184
uc001apo.1	SLC2A5	6518
uc001app.2	SLC2A5	6518
uc001apq.1	GPR157	80045
uc001apr.2	GPR157	80045
uc001aps.2	GPR157	80045
uc009vmp.1	EF570048	n/a
uc009vmq.1	EF609116	n/a
uc001aqc.2	C1orf200	644997
uc001aqd.1	CR604408	n/a
uc001aqh.1	CLSTN1	22883
uc001aqi.1	CLSTN1	22883
uc001aqg.1	CLSTN1	22883
uc001aqf.1	KIAA0911	22883
uc001aqk.1	CTNNBIP1	56998
uc001aql.1	CTNNBIP1	56998
uc001aqm.1	LZIC	84328
uc009vmr.1	LZIC	84328
uc001aqo.1	LZIC	84328
uc001aqn.1	LZIC	84328
uc001arj.1	DFFA	1676
uc001ark.1	DFFA	1676
uc001aro.1	CASZ1	54897
uc001arp.1	CASZ1	54897
uc009vmx.1	CASZ1	54897
uc001arq.1	AK022285	54897
uc001arr.1	C1orf127	148345
uc001ars.1	C1orf127	148345
uc001aru.1	MASP2	10747
uc001arv.1	MASP2	10747
uc001arx.1	MASP2	10747
uc001arw.2	sMAP	10747
uc001arz.1	SRM	6723
uc001ary.1	SRM	6723
uc001asa.1	EXOSC10	5394
uc001asb.1	EXOSC10	5394
uc009vmy.1	EXOSC10	5394
uc001asd.1	FRAP1	2475
uc001asc.1	FRAP1	2475
uc001asj.1	FBXO2	26232
uc009vna.1	FBXO2	26232
uc009vnb.1	FBX2	26232
uc009vnc.1	MAD2L2	10459
uc001asp.1	MAD2L2	10459
uc001asq.2	MAD2L2	10459
uc001atc.1	MTHFR	4524
uc001atb.1	MTHFR	4524
uc001atd.1	MTHFR	4524
uc009vnd.1	MTHFR	4524
uc001ati.1	NPPA	4878
uc001atj.1	NPPB	4879
uc001atk.1	KIAA2013	90231
uc001atl.1	KIAA2013	90231
uc001auc.1	DHRS3	9249
uc001aub.1	DHRS3	9249
uc009vnm.1	DHRS3	9249
uc001aue.1	DHRS3	9249
uc001aud.2	DHRS3	9249
uc001auk.1	PRAMEF11	n/a
uc001aul.1	HNRNPCL1	343069
uc009vno.1	HNRNPCL1	343069
uc001auq.2	PRAMEF6	440561
uc001aun.2	PRAMEF4	400735
uc001aus.1	PRAMEF5	343068
uc009vnp.1	PRAMEF9	400735
uc001aur.2	PRAMEF5	343068
uc001auo.1	PRAMEF10	343071
uc001aut.1	PRAMEF22	401940
uc001auv.1	PRAMEF8	391002
uc009vnt.1	PRAMEF14	729528
uc009vns.1	PRAMEF13	729528
uc009vnu.1	PRAMEF18	645414
uc001auy.1	PRAMEF8	391002
uc009vnw.1	PRAMEF14	729528
uc009vnx.1	PRAMEF13	400736
uc009vny.1	PRAMEF18	645414
uc001avb.2	LRRC38	n/a
uc009voh.1	AK074283	n/a
uc001avv.2	BC128127	n/a
uc001awc.1	AK055853	n/a
uc001awn.1	CASP9	842
uc001awo.1	CASP9	842
uc001awq.1	CASP9	842
uc001awp.1	CASP9	842
uc009voi.1	CASP9	842
uc001awm.1	CASP9	842
uc001awv.1	AGMAT	79814
uc009vol.1	UQCRHL	440567
uc001axj.1	AK124018	729614
uc001axl.2	ZBTB17	7709
uc009vom.1	ZBTB17	7709
uc009von.1	ZBTB17	7709
uc001axm.1	DQ576383	n/a
uc001axo.2	HSPB7	27129
uc001axp.2	HSPB7	27129
uc001axs.2	HSPB7	27129
uc001axq.2	HSPB7	27129
uc001axr.2	HSPB7	27129
uc001axz.2	FAM131C	348487
uc001aya.1	EPHA2	1969
uc001ayc.1	ARHGEF19	128272
uc009voo.1	ARHGEF19	128272
uc001ayb.1	ARHGEF19	128272
uc001ayd.1	C1orf89	79363
uc001ayg.1	FBXO42	54455
uc001ayf.1	KIAA1332	54455
uc001aye.2	KIAA1332	54455
uc001ayh.2	KIAA1332	54455
uc001ayn.1	SPATA21	374955
uc001ayl.1	SPATA21	374955
uc001ayt.2	KIAA1922	114819
uc001ays.2	KIAA1922	114819
uc001ayr.2	KIAA1922	114819
uc009voq.1	LOC440570	n/a
uc009vos.1	NBPF1	55672
uc009vor.1	NBPF10	55672
uc009vot.1	NBPF1	55672
uc001ayz.1	NBPF1	55672
uc001azc.1	NBPF1	55672
uc001azb.1	NBPF1	55672
uc001aza.2	NBPF1	55672
uc001ayw.2	DQ585677	n/a
uc001azg.1	FLJ00313	84809
uc001aze.2	FLJ00313	84809
uc009vov.1	FLJ00313	84809
uc001azf.2	FLJ00313	84809
uc009vou.1	FLJ00313	84809
uc001azi.1	FLJ00313	84809
uc001azj.1	FLJ00313	n/a
uc001azn.1	AL035288	284729
uc001azo.1	MSTP9	11223
uc001azp.2	MSTP9	11223
uc001azs.1	BC070363	n/a
uc001azy.1	MFAP2	4237
uc001azw.1	MFAP2	4237
uc001azx.1	MFAP2	4237
uc001baa.1	ATP13A2	23400
uc001bab.1	ATP13A2	23400
uc001bac.1	ATP13A2	23400
uc001azz.1	DKFZp761H191	23400
uc001bad.1	ATP13A2	23400
uc009vpa.1	ATP13A2	23400
uc001bae.1	SDHB	6390
uc001baf.1	PADI2	11240
uc001bag.1	PADI2	11240
uc001bam.1	RCC2	55920
uc001bal.1	RCC2	55920
uc001bba.1	TAS1R2	80834
uc001bbb.1	ALDH4A1	8659
uc001bbc.1	ALDH4A1	8659
uc001bbd.1	FLJ00074	126917
uc001bbi.1	UBR4	23352
uc001bbm.1	UBR4	23352
uc001bbh.1	UBR4	23352
uc001bbg.1	UBR4	23352
uc001bbk.1	UBR4	23352
uc009vph.1	UBR4	23352
uc001bbl.1	KIAA1307	23352
uc001bbj.1	UBR4	23352
uc001bbf.1	UBR4	23352
uc001bbe.1	AX747516	23352
uc001bbo.1	KIAA0090	23065
uc001bbp.1	KIAA0090	23065
uc001bbq.1	KIAA0090	23065
uc001bbr.1	KIAA0090	23065
uc001bbn.1	KIAA0090	23065
uc001bbu.1	AKR7L	246181
uc001bbt.1	AFAR3	246181
uc001bbv.1	AKR7A3	22977
uc001bbw.1	AKR7A2	8574
uc001bbx.1	AKR7A2	8574
uc009vpi.1	AKR7A2	8574
uc001bce.1	CAPZB	832
uc001bcd.1	CAPZB	832
uc009vpk.1	CAPZB	832
uc001bcf.1	AX748283	n/a
uc001bcn.1	TMCO4	255104
uc001bco.1	TMCO4	255104
uc001bcp.1	TMCO4	255104
uc001bcm.1	TMCO4	255104
uc001bcq.1	TMCO4	255104
uc009vpn.1	TMCO4	255104
uc001bcr.1	RNF186	54546
uc001bct.1	PLA2G2E	30814
uc001bcv.1	PLA2G2A	5320
uc001bcu.1	PLA2G2A	5320
uc001bcz.1	PLA2G2D	26279
uc009vpo.1	PLA2	26279
uc009vpq.1	PLA2G2C	391013
uc001bdf.1	BC040588	n/a
uc009vpu.1	BC131526	n/a
uc001bdh.1	CAMK2N1	55450
uc001bdg.1	CaMKIINalpha	55450
uc001bdi.2	MUL1	79594
uc001bdo.1	DDOST	1650
uc009vpw.1	DDOST	1650
uc001bds.2	KIF17	57576
uc001bdr.2	KIF17	57576
uc009vpx.1	KIAA1405	57576
uc001bdq.2	KIF17	57576
uc001bdp.2	KIF17	57576
uc009vpy.1	SH2D5	400745
uc001bdt.1	SH2D5	400745
uc001bdu.1	SH2D5	400745
uc001bdw.1	HP1BP3	50809
uc001bdv.1	HP1BP3	50809
uc001bdy.1	HP1BP3	50809
uc001bdx.1	HP1BP3	50809
uc001bdz.1	DKFZp434I0612	50809
uc001bea.1	HP1BP3	50809
uc001beb.1	HP1BP3	50809
uc001bed.1	EIF4G3	8672
uc001bef.1	EIF4G3	8672
uc001bee.1	EIF4G3	8672
uc001bec.1	EIF4G3	8672
uc009vpz.1	EIF4G3	8672
uc001beh.2	EIF4G3	8672
uc001beg.2	EIF4G3	8672
uc001bem.2	ECE1	1889
uc001bek.2	ECE1	1889
uc001bei.2	ECE1	1889
uc001bej.2	ECE1	1889
uc009vqa.1	ECE1	1889
uc001ben.1	AX747766	n/a
uc001bep.1	AK098438	n/a
uc001bex.1	RAP1GAP	5909
uc001bey.1	RAP1GAP	5909
uc001bew.1	RAP1GAP	5909
uc001bev.1	RAP1GAP	5909
uc001bez.1	RAP1GAP	5909
uc001bfb.1	USP48	84196
uc001bff.1	USP48	84196
uc009vqc.1	USP48	84196
uc001bfc.1	USP48	84196
uc001bfe.1	USP48	84196
uc001bfa.1	USP48	84196
uc001bfd.1	USP48	84196
uc001bfj.1	HSPG2	3339
uc009vqd.1	HSPG2	3339
uc001bfi.1	HSPG2	3339
uc009vqe.1	HSPG2	3339
uc001bfs.2	WNT4	54361
uc001bgh.1	CR607811	n/a
uc001bgk.1	LUZP1	7798
uc001bgm.1	LUZP1	7798
uc001bgl.2	LUZP1	7798
uc001bgn.1	HTR1D	3352
uc001bgp.2	HNRNPR	10236
uc001bgr.2	HNRNPR	10236
uc009vqk.1	HNRNPR	10236
uc001bgs.2	HNRNPR	10236
uc001bgq.1	HNRNPR	10236
uc009vql.1	HNRNPR	10236
uc001bgo.1	HNRNPR	10236
uc001bgu.1	ZNF436	80818
uc001bgt.1	ZNF436	80818
uc001bgx.1	TCEA3	6920
uc009vqn.1	hTFIIS.h	6920
uc009vqm.1	TCEA3	6920
uc001bha.1	ASAP3	55616
uc001bhb.2	ASAP3	55616
