#hg18.kgXref.kgID	hg18.kgXref.geneSymbol	hg18.knownToLocusLink.value
uc010hof.1	ZNF717	100131827
uc003dpw.2	ZNF717	100131827
uc003dqe.1	ROBO1	6091
uc003dqb.1	ROBO1	6091
uc003dqc.1	ROBO1	6091
uc003dqd.1	ROBO1	6091
uc010hoh.1	ROBO1	6091
uc003dqf.1	robo1	6091
uc003dqg.2	GBE1	2632
uc003dqi.2	BC068246	n/a
uc003dqn.1	VGLL3	389136
uc010hoj.1	POU1F1	5449
uc003dqq.1	POU1F1	5449
uc003dqs.1	CGGBP1	8545
uc003dqt.1	CGGBP1	8545
uc010hol.1	CGGBP1	8545
uc003dqu.1	CGGBP1	8545
uc003drb.2	PROS1	5627
uc003dqz.2	PROS1	5627
uc010hoo.1	PROS1	5627
uc003drh.1	STX19	415117
uc010hoq.1	STX19	415117
uc003dri.1	DHFRL1	200895
uc010hor.1	DHFRL1	200895
uc003drj.1	DHFRL1	200895
uc003dro.1	AX747417	n/a
uc003dsb.1	MINA	84864
uc003drz.1	MINA	84864
uc003dsa.1	MINA	84864
uc003dsc.1	MINA	84864
uc010hpa.1	mina53	84864
uc010hpb.1	mina53	84864
uc003dry.1	MINA	84864
uc010hpc.1	GABRR3	200959
uc003dsq.1	CLDND1	56650
uc003dss.1	CLDND1	56650
uc003dsr.1	CLDND1	56650
uc003dst.1	CLDND1	56650
uc003dsu.1	CLDND1	56650
uc003dsv.1	CLDND1	56650
uc003dsp.1	CLDND1	56650
uc003dso.2	CLDND1	56650
uc003dsx.1	CPOX	1371
uc003dtd.1	DCBLD2	131566
uc003dte.1	DCBLD2	131566
uc003dtf.1	CLCP1	131566
uc003dtm.1	FILIP1L	11259
uc003dto.1	FILIP1L	11259
uc003dtn.1	FILIP1L	11259
uc010hph.1	FILIP1L	11259
uc010hpf.1	FILIP1L	11259
uc010hpg.1	FILIP1L	11259
uc003dtp.1	FILIP1L	11259
uc003dtw.1	TOMM70A	9868
uc003dun.1	ABI3BP	25890
uc003dul.1	ABI3BP	25890
uc003duj.1	ABI3BP	25890
uc003duo.1	ABI3BP	25890
uc003duk.1	ABI3BP	25890
uc003dum.1	ABI3BP	25890
uc003dup.2	ABI3BP	25890
uc003duq.1	IMPG2	50939
uc010hpj.1	IMPG2	50939
uc003dut.1	SENP7	57337
uc003duu.1	SENP7	57337
uc003duv.1	SENP7	57337
uc003duw.1	SENP7	57337
uc003dux.1	SENP7	57337
uc003dus.1	SENP7	57337
uc010hpl.1	LOC730754	730754
uc003dve.2	ZBTB11	27107
uc003dvf.2	ZBTB11	27107
uc003dvh.1	RPL24	6152
uc003dvi.1	RP1-125M3.2-001	6152
uc003dwc.1	CBLB	868
uc003dwd.1	CBLB	868
uc003dwe.1	CBLB	868
uc003dwb.1	CBLB	868
uc003dwa.1	Nbla00127	868
uc003dwf.2	BC036229	n/a
uc003dwp.2	BC045586	151658
uc010hpt.1	BC104746	151658
uc003dwr.1	BC113057	151658
uc003dwq.2	BC039365	151658
uc003dwt.1	CD47	961
uc003dwu.1	CD47	961
uc003dwv.1	CD47	961
uc003dww.1	CD47	961
uc003dwx.2	IFT57	55081
uc003dxa.1	MYH15	22989
uc003dxb.2	KIAA1524	57650
uc003dxc.1	KIAA1524	57650
uc010hpw.1	KIAA1524	57650
uc010hpv.1	KIAA1524	57650
uc003dxh.2	RETNLB	84666
uc003dxj.1	GUCA1C	9626
uc003dxk.1	GUCA1C	9626
uc003dxl.1	MORC1	27136
uc003dxp.1	DPPA2	151871
uc003dxo.1	DPPA2	151871
uc003dxq.2	DPPA4	55211
uc003dxs.1	LOC151760	n/a
uc003dxy.1	ZBED2	79413
uc010hpz.1	ZBED2	79413
uc003dys.1	GCET2	257144
uc003dyt.1	GCET2	257144
uc003dyu.1	SLC9A10	285335
uc010hqc.1	SLC9A10	285335
uc003dza.2	BTLA	151888
uc003dzb.2	BTLA	151888
uc003dzd.1	ATG3	64422
uc003dzc.2	ATG3	64422
uc010hqe.1	ATG3	64422
uc003dzf.1	CCDC80	151887
uc003dzg.1	CCDC80	151887
uc003dzh.1	CCDC80	151887
uc003dzi.1	CD200R1L	344807
uc010hqf.1	CD200R1L	344807
uc003dzj.1	CD200R1	131450
uc003dzk.1	CD200R1	131450
uc003dzl.1	CD200R1	131450
uc003dzm.1	CD200R1	131450
uc003dzr.1	C3orf17	25871
uc003dzt.1	C3orf17	25871
uc003dzs.1	C3orf17	25871
uc010hqg.1	DKFZp434F2021	25871
uc003dzu.1	C3orf17	25871
uc010hqh.1	C3orf17	25871
uc003dzq.1	C3orf17	25871
uc003dzv.1	CR619479	n/a
uc003eae.1	WDR52	55779
uc003ead.1	WDR52	55779
uc010hqk.1	DKFZp434A2017	n/a
uc010hqj.1	DKFZp434A2017	n/a
uc003eag.2	CCDC52	152185
uc003eaf.2	CCDC52	152185
uc003eah.1	CCDC52	152185
uc003eai.1	DKFZp686O16111	152185
uc003eam.1	KIAA2018	205717
uc010hql.1	KIAA2018	205717
uc003eal.1	KIAA2018	205717
uc003ean.1	NAT13	80218
uc010hqm.1	NAT13	80218
uc003eax.1	KIAA1407	57577
uc003ebb.1	DRD3	1814
uc003ebc.1	DRD3	1814
uc003ebd.2	DRD3	1814
uc010hqn.1	DRD3	1814
uc003ebf.1	ZNF80	7634
uc010hqo.1	ZNF80	7634
uc003ebh.1	BC016962	n/a
uc003ebn.1	ZBTB20	26137
uc003ebm.1	ZBTB20	26137
uc003ebk.1	ZBTB20	26137
uc003ebl.1	ZBTB20	26137
uc003ebj.1	ZBTB20	26137
uc010hqp.1	ZBTB20	26137
uc003ebi.1	ZBTB20	26137
uc003ebp.2	DKFZp566F123	26137
uc003ebs.2	AK092715	n/a
uc003ebt.1	LSAMP	4045
uc010hqq.1	AK311120	4045
uc003eby.1	IGSF11	152404
uc003ebw.1	IGSF11	152404
uc003ebz.1	IGSF11	152404
uc010hqs.1	IGSF11	152404
uc003ebx.1	IGSF11	152404
uc003ech.1	B4GALT4	8702
uc003eci.1	B4GALT4	8702
uc003ecg.1	B4GALT4	8702
uc003ecf.1	UNQ552	8702
uc003ece.1	B4GALT4	8702
uc003eck.1	TMEM39A	55254
uc003ecl.1	TMEM39A	55254
uc003ecq.1	CD80	941
uc010hqt.1	CD80	941
uc010hqu.1	CD80	941
uc003ecr.1	CD80	941
uc003ecx.1	POPDC2	64091
uc003ecy.1	POP2	64091
uc010hqw.1	POPDC2	64091
uc003ecz.1	COX17	10063
uc003eda.1	AK095366	10063
uc003edb.1	AK095366	n/a
uc003edn.1	GSK3B	2932
uc003edo.1	GSK3B	2932
uc003edm.1	GSK3B	2932
uc003edq.2	GPR156	165829
uc003edr.2	LRRC58	116064
uc003eds.1	FSTL1	11167
uc010hrb.1	FSTL1	11167
uc003edw.1	HGD	3081
uc003edv.1	HGD	3081
uc003edx.1	RABL3	285282
uc003eeb.1	BC032918	n/a
uc003eee.2	POLQ	10721
uc003eed.1	POLQ	10721
uc003eeh.2	HCLS1	3059
uc003eei.2	GOLGB1	2804
uc003eej.2	GOLGB1	2804
uc010hrc.1	GOLGB1	2804
uc010hrd.1	GOLGB1	2804
uc010hre.1	IQCB1	9657
uc003eek.2	IQCB1	9657
uc010hrf.1	OK/SW-cl.85	9657
uc003eer.1	ILDR1	286676
uc003ees.1	ILDR1	286676
uc003eeq.1	ILDR1	286676
uc010hrg.1	ILDR1	286676
uc003eey.1	CCDC58	131076
uc003efa.1	WDR5B	54554
uc003efe.1	KPNA1	3836
uc010hrh.1	KPNA1	3836
uc003efd.1	KPNA1	3836
uc003efc.1	KPNA1	3836
uc003efb.1	KPNA1	3836
uc003efh.1	PARP9	83666
uc003efi.1	PARP9	83666
uc003eff.2	PARP9	83666
uc010hri.1	PARP9	83666
uc003efj.1	PARP9	83666
uc003efg.1	PARP9	83666
uc003efu.1	HSPBAP1	79663
uc003efv.1	HSPBAP1	79663
uc003eft.1	HSPBAP1	79663
uc003efx.1	BC042374	n/a
uc003efz.1	SEMA5B	54437
uc003ega.1	KIAA1445	54437
uc003egb.1	SEMA5B	54437
uc010hro.1	SEMA5B	54437
uc010hrp.1	KIAA1445	54437
uc003efy.1	KIAA1445	54437
uc003egh.1	ADCY5	111
uc003egg.1	ADCY5	111
uc003egi.1	ADCY5	111
uc003egj.2	PTPLB	201562
uc010hrq.1	CR613620	n/a
uc003ego.1	MYLK	4638
uc003egp.1	MYLK	4638
uc003egq.1	MYLK	4638
uc003egr.1	MYLK	4638
uc003egl.1	MYLK	4638
uc003egm.1	MYLK	4638
uc003egs.1	MYLK	4638
uc003egn.1	MYLK	4638
uc010hrr.1	MLCK	4638
uc010hrs.1	MLCK	4638
uc003egt.2	MLCK	4638
uc003egu.1	MYLK	4638
uc010hrt.1	CCDC14	64770
uc003egw.2	CCDC14	64770
uc003egy.2	CCDC14	64770
uc003egx.2	CCDC14	64770
uc003egv.2	CCDC14	64770
uc003egz.2	CCDC14	64770
uc003eha.1	ROPN1	54763
uc003ehb.1	DKFZp434B1222	54763
uc003ehc.1	DKFZp434B1222	54763
uc003eho.1	ITGB5	3693
uc010hrx.1	ITGB5	3693
uc003ehp.1	AX747081	3693
uc003ehq.1	MUC13	56667
uc003ehs.2	HEG1	57493
uc003ehr.2	KIAA1237	57493
uc003ehv.2	SLC12A8	84561
uc003ehx.2	ZNF148	7707
uc003ehw.2	SLC12A8	84561
uc003ehu.2	SLC12A8	84561
uc003eht.2	SLC12A8	84561
uc003ehz.2	ZNF148	7707
uc010hsa.1	ZNF148	7707
uc003eia.2	ZNF148	7707
uc010hry.1	SLC12A8	84561
uc010hrz.1	SLC12A8	84561
uc003ehy.2	ZNF148	7707
uc003eib.1	SNX4	8723
uc003eic.1	OSBPL11	114885
uc003eig.1	LOC200810	200810
uc003eij.1	SLC41A3	54946
uc003eil.1	SLC41A3	54946
uc003eik.1	SLC41A3	54946
uc003eii.1	SLC41A3	54946
uc010hsd.1	SLC41A3	54946
uc003eim.1	ALDH1L1	10840
uc010hse.1	DKFZp434O2417	10840
uc010hsf.1	DKFZp434O2417	10840
uc003eio.2	ALDH1L1	10840
uc003ein.1	ALDH1L1	10840
uc003eip.1	DKFZp434O2417	10840
uc003eis.1	KLF15	28999
uc003eit.1	BC033989	n/a
uc003eiv.1	ZXDC	79364
uc003eix.1	ZXDC	79364
uc010hsh.1	ZXDC	79364
uc003eiw.1	UNQ2790	n/a
uc003eiz.1	UROC1	131669
uc010hsi.1	UROC1	131669
uc003ejb.1	C3orf22	152065
uc003ejc.1	TR2IT1	645840
uc003ejd.1	TR2IT1	645840
uc003ejj.2	BC015846	n/a
uc003ejk.2	BX537548	n/a
uc003ejl.1	GPR175	131601
uc003ejo.1	GPR175	131601
uc003ejn.1	GPR175	131601
uc003ejm.1	GPR175	131601
uc010hsk.1	GPR175	131601
uc003ejx.1	MGLL	11343
uc003ejw.1	MGLL	11343
uc010hsn.1	MGLL	11343
uc003ejv.1	MGLL	11343
uc010hso.1	monoglyceride lipase	11343
uc010hsp.1	MGLL	11343
uc003ekh.1	RUVBL1	8607
uc010hss.1	RUVBL1	8607
uc003ekf.1	RUVBL1	8607
uc003eke.1	RUVBL1	8607
uc003ekk.1	DNAJB8	165721
uc010hst.1	DNAJB8	165721
uc003eko.1	GATA2	2624
uc003ekm.2	GATA2	2624
uc003ekn.2	GATA2	2624
uc003ekq.1	C3orf27	23434
uc010hsu.1	C3orf27	23434
uc003ekr.1	RPN1	6184
uc003elj.2	KIAA1257	57501
uc003eli.2	KIAA1257	57501
uc003elg.1	KIAA1257	57501
uc003elh.1	AK125726	57501
uc003elf.1	AK125726	n/a
uc003elp.1	ISY1	57461
uc003eln.1	RAB43	339122
uc003elo.1	ISY1	339122
uc010hta.1	ISY1	57461
uc010hsz.1	KIAA1160	57461
uc010hsy.1	KIAA1160	339122
uc003elr.2	CNBP	7555
uc003elq.2	CNBP	7555
uc003elx.1	H1FX	8971
uc003ema.1	RPL32P3	132241
uc003emf.2	SNORA7B	677797
uc003emb.1	RPL32P3	132241
uc003emd.1	RPL32P3	132241
uc003eme.1	AX721251	677797
uc003emc.1	BX641154	n/a
uc003emg.1	C3orf25	90288
uc003emh.1	MBD4	8930
uc003emi.1	MBD4	8930
uc003emj.1	MBD4	8930
uc003emk.1	MBD4	8930
uc003emx.2	PLXND1	23129
uc010htf.1	KIAA0620	23129
uc003emw.2	PLXND1	23129
uc003emz.2	TMCC1	23023
uc010htg.1	TMCC1	23023
uc003emy.2	TMCC1	23023
uc003ene.1	AK124448	729375
uc003enf.2	BC071676	729375
uc003enj.1	PIK3R4	30849
uc003env.1	ASTE1	28990
uc010htm.1	ASTE1	28990
uc003eoc.1	BC043572	n/a
uc003eoh.1	MRPL3	11222
uc003eoi.1	SNORA58	677836
uc003eok.1	CPNE4	131034
uc003eol.1	CPNE4	131034
uc003eom.1	CPNE4	131034
uc003eoj.1	CPNE4	131034
uc003epe.1	NPHP3	27031
uc003eov.2	ACAD11	84129
uc003epd.1	NPHP3	27031
uc003epf.1	KIAA2000	27031
uc003eoy.2	ACAD11	84129
uc003eoz.1	NPHP3	27031
uc003epl.2	BC037929	n/a
uc003epo.2	BC007984	n/a
uc003eps.1	TOPBP1	11073
uc003ept.1	TopBP1	11073
uc003epy.1	RAB6B	51560
uc003epz.1	C3orf36	80111
uc003eqa.2	SLCO2A1	6578
uc003eqb.2	SLCO2A1	6578
uc010htw.1	SLCO2A1	6578
uc003eqc.1	RYK	6259
uc003eqd.1	RYK	6259
uc003eqg.1	AMOTL2	51421
uc003eqh.1	AMOTL2	51421
uc003eqf.1	AMOTL2	51421
uc003eqe.1	AMOTL2	51421
uc010htx.1	AB209077	51421
uc003eqi.1	ANAPC13	25847
uc003eqk.2	DKFZp566D193	25847
uc003eqj.1	DKFZp566D193	25847
uc010hty.1	KY	339855
uc003eqs.1	KY	339855
uc003eqr.1	KY	339855
uc003eqx.1	MSL2	55167
uc003era.1	STAG1	10274
uc003erb.1	STAG1	10274
uc003erc.1	STAG1 variant protein	10274
uc010hua.1	STAG1 variant protein	10274
uc003ere.1	STAG1 variant protein	10274
uc003erd.1	STAG1 variant protein	10274
uc003erq.1	DZIP1L	199221
uc003err.1	DZIP1L	199221
uc003ers.2	A4GNT	51146
uc003erv.1	DBR1	51163
uc003eru.1	DBR1	51163
uc003ert.1	DBR1	51163
uc003ese.1	TXNDC6	347736
uc003esd.1	TXL2	347736
uc003esg.2	TXNDC6	347736
uc010huf.1	TXNDC6	347736
uc003esl.1	CEP70	80321
uc003esm.2	CEP70	80321
uc003esn.2	CEP70	80321
uc003esu.1	PIK3CB	5291
uc010huh.1	DKFZp779K1237	5291
uc003est.1	BC045790	5291
uc003esv.1	AK128202	n/a
uc003esw.1	FOXL2	668
uc003esy.1	LOC389151	389151
uc010hui.1	COPB2	9276
uc003etf.2	COPB2	9276
uc003etg.2	COPB2	9276
uc003eth.1	RBP2	5948
uc003eti.1	RBP1	5947
uc010huk.1	RBP1	5947
uc010huj.1	RBP1	5947
uc003etk.1	NMNAT3	349565
uc003etl.1	FKSG76	349565
uc010hul.1	NMNAT3	349565
uc003etj.1	NMNAT3	349565
uc003euj.1	AX748420	n/a
uc010hur.1	TFDP2	7029
uc003eum.2	TFDP2	7029
uc003euk.2	TFDP2	7029
uc003eun.2	TFDP2	7029
uc003eul.2	TFDP2	7029
uc003euo.2	DKFZp434G222	7029
uc003euq.1	GK5	256356
uc010hus.1	MGC40579	256356
uc003eup.1	GK5	256356
uc010hut.1	MGC40579	256356
uc003eus.1	XRN1	54464
uc003eut.1	XRN1	54464
uc003euu.1	XRN1	54464
uc010huu.1	XRN1	54464
uc003euv.1	XRN1	54464
uc003euw.2	XRN1	54464
uc003eux.2	ATR	545
uc003euy.1	ATR	545
uc003evd.1	PCOLCE2	26577
uc003evg.1	PAQR9	344838
uc003evf.1	AK093381	344838
uc003evn.1	SLC9A9	285195
uc003evr.1	PLOD2	5352
uc003evs.1	PLOD2	5352
uc003evq.1	PLOD2	5352
uc010hux.1	PLOD2	5352
uc010huz.1	PLSCR4	57088
uc003evt.2	PLSCR4	57088
uc010huy.1	PLSCR4	57088
uc010hva.1	PLSCR4	57088
uc003evu.2	PLSCR4	57088
uc003evv.1	PLSCR2	57047
uc003evw.1	PLSCR2	57047
uc003evx.2	PLSCR1	5359
uc003evy.2	PLSCR1	5359
uc003evz.2	hMmTRA1b	5359
uc003ewa.2	PLSCR1	5359
uc010hvc.1	PLSCR5	389158
uc010hvb.1	PLSCR5	389158
uc003ewb.1	PLSCR5	389158
uc003ewd.1	ZIC4	84107
uc003ewc.1	ZIC4	84107
uc003ewq.1	HLTF	6596
uc003ewr.1	HLTF	6596
uc010hve.1	HLTF	6596
uc003ews.1	HLTF	6596
uc003ewy.2	CP	1356
uc003ewz.2	CP	1356
uc003ewx.2	CP	1356
uc010hvf.1	CP	1356
uc003eww.2	CP	1356
uc003exa.1	TM4SF18	116441
uc003exb.1	TM4SF1	4071
uc003exc.1	AX748328	4071
uc003exf.1	WWTR1	25937
uc003exh.1	WWTR1	25937
uc003exe.1	WWTR1	25937
uc003exk.1	COMMD2	51122
uc003exj.1	CR601361	51122
uc003exl.1	AK027233	389161
uc003exm.1	AK098078	389161
uc003ext.1	PFN2	5217
uc003exu.1	PFN2	5217
uc010hvi.1	PFN2	5217
uc003exs.1	PFN2	5217
uc003exy.1	SERP1	27230
uc003exz.1	SERP1	27230
uc003eye.1	BC039424	n/a
uc003eyg.1	C3orf44	131831
uc003eyh.1	C3orf44	131831
uc003eyi.1	SIAH2	6478
uc003eyj.1	CLRN1	7401
uc003eyk.1	CLRN1	7401
uc010hvj.1	USH3A	7401
uc003eyq.2	GPR171	29909
uc010hvk.1	GPR171	29909
uc003eyr.1	P2RY14	9934
uc003eys.1	P2RY14	9934
uc010hvl.1	P2RY14	9934
uc003eyt.1	GPR87	53836
uc003eyv.1	P2RY13	53829
uc003eyu.1	GPR86	53829
uc003eyx.1	P2RY12	64805
uc003eyw.1	P2RY12	64805
uc010hvm.1	P2RY12	64805
uc003ezb.1	IGSF10	285313
uc003eyz.1	IGSF10	285313
uc003eza.1	IGSF10	285313
uc010hvo.1	TMEM14E	645843
uc003ezs.1	AK092619	n/a
uc003ezu.1	BC038431	n/a
uc010hvq.1	DHX36	170506
uc003ezy.2	DHX36	170506
uc003ezz.2	DHX36	170506
uc003faa.1	GPR149	344758
uc003fah.1	BC015836	n/a
uc010hvs.1	PLCH1	23007
uc003fai.2	PLCH1	23007
uc003faj.2	PLCH1	23007
uc003fal.1	C3orf33	285315
uc003fam.1	C3orf33	285315
uc003fao.1	SLC33A1	9197
uc003fan.2	SLC33A1	9197
uc003fap.1	AK130481	9197
uc003fau.1	SSR3	6747
uc003fax.1	AK056401	n/a
uc003fay.1	PA2G4P4	647033
uc003fbc.2	AK311218	n/a
uc003fbf.1	CCNL1	57018
uc003fbg.1	UNQ530	57018
uc003fbh.1	CCNL1	57018
uc003fbd.1	CCNL1	57018
uc003fbi.1	UNQ530	57018
uc003fbe.1	CCNL1	57018
uc003fbj.1	VEPH1	79674
uc003fbk.1	VEPH1	79674
uc010hvu.1	VEPH1	79674
uc003fbm.2	VEPH1	79674
uc003fbn.2	VEPH1	79674
uc003fbq.1	SHOX2	6474
uc003fbr.1	SHOX2	6474
uc003fbs.1	SHOX2	6474
uc010hvw.1	SHOX2	6474
uc003fbw.1	AK097794	n/a
uc003fch.1	LXN	56925
uc003fci.1	RARRES1	5918
uc003fcj.1	RARRES1	5918
uc003fcw.1	AK097161	n/a
uc003fcy.1	CR625735	n/a
uc010hwa.1	IFT80	57560
uc003fdm.1	TRIM59	286827
uc010hwb.1	IFT80	57560
uc010hwe.1	TRIM59	286827
uc003fdd.1	KIAA1374	57560
uc003fde.1	KIAA1374	57560
uc003fdb.1	KIAA1374	57560
uc003fda.2	IFT80	57560
uc003fdn.1	KPNA4	3840
uc003fdo.1	SCARNA7	677767
uc003fdw.1	B3GALNT1	8706
uc003fdx.1	B3GALNT1	8706
uc003fdy.1	B3GALNT1	8706
uc003fdv.1	B3GALNT1	8706
uc003fdz.1	B3GALNT1	8706
uc010hwg.1	B3GALNT1	8706
uc003fea.1	B3GALNT1	8706
uc003fee.1	C3orf57	165679
uc010hwi.1	C3orf57	165679
uc003feh.2	LOC647107	n/a
uc003fei.1	SI	6476
uc003fek.1	SLITRK3	22865
uc010hwj.1	SLITRK3	22865
uc003fej.2	SLITRK3	22865
uc003fel.1	CR612557	n/a
uc003fem.2	BCHE	590
uc003fen.2	BCHE	590
uc003fep.1	ZBBX	79740
uc003feq.1	ZBBX	79740
uc003feo.1	ZBBX	79740
uc003fet.1	SERPINI2	5276
uc003fer.1	SERPINI2	5276
uc003fes.1	SERPINI2	5276
uc003fev.1	WDR49	151790
uc003feu.1	WDR49	151790
uc003few.1	WDR49	151790
uc003fey.1	PDCD10	11235
uc003fex.1	PDCD10	11235
uc003fez.1	PDCD10	11235
uc003ffe.2	GOLIM4	27333
uc010hwl.1	EVI1	2122
uc003ffi.2	EVI1	2122
uc010hwm.1	EVI1	2122
uc003ffp.1	MDS1	4197
uc003ffj.2	EVI1	2122
uc003ffn.2	EVI1	2122
uc010hwk.1	EVI1	2122
uc003ffl.2	EVI1	2122
uc003ffk.2	EVI1	2122
uc010hwn.1	EVI1	2122
uc003ffm.1	EVI1	2122
uc003ffo.1	EVI1	2122
uc003ffr.1	TERC	7012
uc003ffs.1	ARPM1	84517
uc003ffx.1	LRRC34	151827
uc003ffz.1	LRRC34	151827
uc003ffy.1	LRRC34	151827
uc003fga.2	LRRC34	151827
uc003fgc.1	LRRC31	79782
uc010hwp.1	LRRC31	79782
uc003fgf.1	AK098335	100128164
uc003fgl.2	PHC3	80012
uc010hws.1	PHC3	80012
uc003fgm.2	PHC3	80012
uc003fgo.1	PHC3	80012
uc003fgp.2	PHC3	80012
uc003fgq.2	PHC3	80012
uc003fgr.1	AX747865	80012
uc003fgn.1	AY940074	n/a
uc003fgz.2	SLC7A14	57709
uc003fhc.2	RPL22L1	200916
uc003fhb.2	DKFZp586O1224	200916
uc003fhd.1	EIF5A2	56648
uc003fhe.1	SLC2A2	6514
uc003fhf.1	SLC2A2	6514
uc003fhh.1	TNIK	23043
uc003fhi.1	TNIK	23043
uc003fhj.1	TNIK	23043
uc003fhk.1	TNIK	23043
uc003fhl.1	TNIK	23043
uc003fhm.1	TNIK	23043
uc003fhn.1	TNIK	23043
uc003fho.1	TNIK	23043
uc003fhg.1	TNIK	23043
uc003fhp.1	KIAA0551	23043
uc003fhq.1	KIAA0551	23043
uc003fhr.1	PLD1	5337
uc003fhs.1	PLD1	5337
uc003fht.1	PLD1	5337
uc003fhu.2	PLD1	5337
uc003fhv.1	PLD1	5337
uc003fib.1	GHSR	2693
uc003fic.1	GHSR	2693
uc003fid.1	TNFSF10	8743
uc003fie.1	TNFSF10	8743
uc010hwu.1	TNFSF10	8743
uc003fif.1	AK127557	n/a
uc003fig.1	AADACL1	57552
uc003fin.2	SPATA16	83893
uc003fix.2	TBL1XR1	79718
uc003fiw.2	TBL1XR1	79718
uc003fiy.2	TBLR1	79718
uc003fja.1	AX747163	n/a
uc003fjb.1	AF279780	n/a
uc003fjc.1	AY769439	n/a
uc003fjg.1	ZMAT3	64393
uc010hxa.1	ZMAT3	64393
uc003fji.1	ZMAT3	64393
uc003fjj.2	BC032034	n/a
uc003fjn.1	KCNMB3	27094
uc003fjo.1	KCNMB3	27094
uc003fjm.1	KCNMB3	27094
uc003fjp.1	KCNMB3	27094
uc003fjl.2	KCNMB3	27094
uc003fjv.2	GNB4	59345
uc003fju.2	GNB4	59345
uc003fjz.1	MRPL47	57129
uc003fka.1	MRPL47	57129
uc003fkb.1	MRPL47	57129
uc003fki.1	PEX5L	51555
uc003fkj.1	PEX5L	51555
uc010hxd.1	PEX5L	51555
uc010hxe.1	CCDC39	339829
uc003fkn.1	DKFZp434A128	339829
uc003fko.1	DKFZp434A128	n/a
uc003fkt.1	DNAJC19	131118
uc003fku.1	DNAJC19	131118
uc003fld.1	DCUN1D1	54165
uc003fle.1	MCCC1	56922
uc010hxi.1	MCC-B	56922
uc003flf.1	MCC-B	56922
uc003flg.1	DKFZp686B20267	56922
uc003flh.2	LAMP3	27074
uc003fli.1	MCF2L2	23101
uc003flj.1	MCF2L2	23101
uc003flp.1	KIAA0861	23101
uc003flr.1	KLHL6	89857
uc003fls.1	KLHL6	89857
uc003flt.1	KLHL6	89857
uc010hxk.1	KLHL6	89857
uc003fma.1	AX746590	n/a
uc003fmc.1	MAP6D1	79929
uc003fmd.1	PARL	55486
uc003fme.1	PARL	55486
uc003fmg.1	ABCC5	10057
uc003fmh.1	ABCC5	10057
uc010hxl.1	ABCC5	10057
uc003fmf.1	SMRP	10057
uc010hxm.1	MRP5	10057
uc010hxn.1	ABCC5	10057
uc010hxo.1	ABCC5	10057
uc003fmi.2	MRP5	10057
uc003fne.1	ALG3	10195
uc003fng.1	ALG3	10195
uc003fnf.1	ALG3	10195
uc003fnj.1	CAMK2N2	94032
uc003foi.2	CLCN2	1181
uc010hya.1	CLCN2	1181
uc003foh.2	CLCN2	1181
uc003fol.1	THPO	7066
uc003fom.1	THPO	7066
uc003foq.1	THPO	7066
uc003fon.1	THPO	7066
uc003foo.1	THPO	7066
uc003fop.1	THPO	7066
uc010hyb.1	THPO	7066
uc003fot.1	THPO	7066
uc003fou.1	THPO	7066
uc003for.1	THPO	7066
uc003fos.1	THPO	7066
uc003fpa.1	MAGEF1	64110
uc003fpd.1	C3orf70	285382
uc003fpf.1	EHHADH	1962
uc003fpj.1	TMEM41A	90407
uc003fpk.1	UNQ168	90407
uc003fpl.1	TMEM41A	90407
uc003fpm.1	LIPH	200879
uc010hyh.1	LIPH	200879
uc003fpo.1	IGF2BP2	10644
uc003fpp.1	IGF2BP2	10644
uc003fpq.1	IGF2BP2	10644
uc010hyi.1	IGF2BP2	10644
uc010hyj.1	IGF2BP2	10644
uc010hyk.1	p62	10644
uc010hyl.1	IGF2BP2	10644
uc003fpv.1	SFRS10	6434
uc003fpu.1	SFRS10	6434
uc003fpw.1	SFRS10	6434
uc003fpt.1	SFRS10	6434
uc010hym.1	SFRS10	6434
uc003fpx.1	SFRS10	6434
uc003fpz.1	ETV5	2119
uc003fpy.1	ETV5	2119
uc003fqa.1	DGKG	1608
uc003fqb.1	DGKG	1608
uc003fqc.1	DGKG	1608
uc003fqd.1	AK057297	n/a
uc003fqg.1	TBCCD1	55171
uc003fqe.1	CRYGS	1427
uc003fqh.1	TBCCD1	55171
uc003fqf.1	CRYGS	1427
uc003fqy.1	RFC4	5984
uc003fqz.1	RFC4	5984
uc003fre.1	RPL39L	116832
uc010hyz.1	RPL39L	116832
uc003frf.1	RPL39L	116832
uc003frh.1	MASP1	5648
uc003fri.1	MASP1	5648
uc003frk.1	MASP1	5648
uc003frj.1	MASP1	5648
uc003frn.1	SST	6750
uc003fro.1	RTP2	344892
uc003frq.1	BCL6	604
uc010hza.1	BCL6	604
uc003frp.2	BCL6	604
uc003frr.1	CR625520	n/a
uc003fsf.1	LEPREL1	55214
uc003fsg.1	LEPREL1	55214
uc003fsh.1	CLDN1	9076
uc003fsj.1	TMEM207	131920
uc003fsr.1	CR749823	n/a
uc003fst.1	UTS2D	257313
uc003fsu.1	URP	257313
uc003fsy.1	FGF12	2257
uc003fsx.1	FGF12	2257
uc003fsz.1	C3orf59	151963
uc003ftc.1	ATP13A5	344905
uc003ftd.1	ATP13A4	84239
uc003fte.1	ATP13A4	84239
uc010hzi.1	DKFZp761I1011	84239
uc003ftf.2	DKFZp761I1011	84239
uc003fto.1	AK091265	n/a
uc003ftp.2	BC038368	n/a
uc003ftr.1	AK054628	100131551
