#hg38.kgXref.kgID	hg38.kgXref.geneSymbol	hg38.knownToLocusLink.value
uc001vkb.4	BTF3P11	690
uc031qmi.2	IRG1	730249
uc001vkc.3	CLN5	1203
uc031qmj.1	MYCBP2-AS1	100874212
uc032akh.1	L13714	n/a
uc032akj.1	DQ571358	n/a
uc001vki.3	SCEL	8796
uc001vkj.3	SCEL	8796
uc010thx.2	SCEL	8796
uc010thz.1	SLAIN1	122060
uc010thy.1	SLAIN1	122060
uc001vkk.3	SLAIN1	122060
uc001vkl.1	SLAIN1	122060
uc010aex.1	SLAIN1	122060
uc010aey.1	SLAIN1	122060
uc001vkm.2	SLAIN1	122060
uc001vkn.2	EDNRB-AS1	100505518
uc001vku.1	RNF219-AS1	100874222
uc001vks.3	RNF219-AS1	100874222
uc031qmk.1	LINC00446	100874175
uc001vle.3	RBM26-AS1	100505538
uc001vld.1	RBM26-AS1	100505538
uc010tib.2	NDFIP2	54602
uc001vlf.3	NDFIP2	54602
uc001vlg.3	NDFIP2	54602
uc032akm.1	DQ571358	n/a
uc001vlh.3	BC036310	n/a
uc032akn.1	LINC01080	101515984
uc032akp.1	DQ587130	n/a
uc032akr.1	DQ597499	n/a
uc032akv.1	DQ578736	n/a
uc032akw.1	DQ587130	n/a
uc032aky.1	DQ582994	n/a
uc032alb.1	JC172208	n/a
uc031qmn.1	LINC00333	100874128
uc032ald.1	DQ596066	n/a
uc031qmo.1	LINC00351	100874137
uc032alf.1	DQ593458	n/a
uc001vln.3	SLITRK5	26050
uc010tic.1	SLITRK5	n/a
uc032alk.1	DQ571824	n/a
uc032aln.1	DQ598327	n/a
uc032alp.1	DQ587130	n/a
uc031qmp.1	LINC00433	100874168
uc032alr.1	DQ587130	n/a
uc021rld.1	MIR622	693207
uc032als.1	DQ573029	n/a
uc032alu.1	DQ593458	n/a
uc001vlo.3	BC038529	n/a
uc001vlq.1	MIR17HG	407975
uc010tie.1	MIR17HG	407975
uc021rlf.1	MIR19B1	406980
uc010tif.2	GPC5	2262
uc032alz.1	DQ571824	n/a
uc032amc.1	MIR548AS	100847092
uc032amd.1	DQ587130	n/a
uc032ame.1	DQ571824	n/a
uc001vlt.3	GPC6	10082
uc010tig.1	GPC6	10082
uc001vlu.1	GPC6	10082
uc032amf.1	DQ596939	n/a
uc032amg.1	DQ596939	n/a
uc001vly.3	GPR180	160897
uc001vlz.3	GPR180	160897
uc010afi.3	GPR180	160897
uc001vmb.2	SOX21-AS1	100507533
uc001vmc.3	BC045767	101927284
uc001vmh.2	CLDN10	9071
uc010tii.1	CLDN10	9071
uc001vmg.2	CLDN10	9071
uc001vmq.3	DNAJC3	5611
uc032amo.1	DNAJC3	5611
uc001vmp.3	DNAJC3	5611
uc001vmw.4	HS6ST3	266722
uc032amp.1	MIR4501	100616137
uc032amr.1	JC172092	n/a
uc001vmz.4	MBNL2	10150
uc001vna.4	MBNL2	10150
uc001vnb.4	MBNL2	10150
uc010aft.4	MBNL2	10150
uc031qmz.1	MBNL2	10150
uc010tij.2	MBNL2	10150
uc001vnc.3	MBNL2	10150
uc001vnd.3	RAP2A	5911
uc032ams.1	DQ571824	n/a
uc001vne.3	IPO5	3843
uc001vnf.1	IPO5	3843
uc010til.1	IPO5	3843
uc010tik.1	IPO5	3843
uc001vng.1	IPO5	3843
uc032amv.1	DQ596939	n/a
uc001vnh.4	FARP1	10160
uc001vnj.4	FARP1	10160
uc001vni.4	FARP1	10160
uc021rlt.1	MIR3170	100422881
uc001vnl.4	AF339817	n/a
uc032amx.1	DOCK9-AS1	100874096
uc032amy.1	RNU6-83P	100873782
uc032amz.1	DOCK9-AS2	100861541
uc001vod.3	UBAC2	337867
uc001voa.4	UBAC2	337867
uc001voc.3	UBAC2	337867
uc010tiu.2	UBAC2	337867
uc010tiw.2	UBAC2	337867
uc001vob.4	UBAC2	337867
uc010tiv.2	UBAC2	337867
uc001voh.3	UBAC2	337867
uc032and.1	UBAC2	337867
uc032ana.1	JC172329	n/a
uc032ane.1	JC172329	n/a
uc032anf.1	JC171777	n/a
uc032ang.1	DQ582994	n/a
uc010afy.1	FKSG29	100131561
uc021rmb.1	MIR623	693208
uc001voj.2	TM9SF2	9375
uc010afz.2	TM9SF2	9375
uc032ani.1	CLYBL	171425
uc001vok.4	CLYBL	171425
uc010tiy.3	CLYBL	171425
uc010tix.3	CLYBL	171425
uc021rmc.1	MIR4306	100422861
uc001von.3	ZIC2	7546
uc001voo.3	PCCA	5095
uc010aga.3	PCCA	5095
uc010tiz.2	PCCA	5095
uc032anm.1	DQ571824	n/a
uc032ann.1	DQ597499	n/a
uc032anp.1	DQ582994	n/a
uc031qnb.1	NALCN-AS1	100885778
uc032ans.1	DQ593458	n/a
uc032ant.1	U02063	n/a
uc032anu.1	U02063	n/a
uc001vpc.5	ITGBL1	9358
uc001vpb.4	ITGBL1	9358
uc031qnc.1	ITGBL1	9358
uc010agb.4	ITGBL1	9358
uc032anw.1	U02063	n/a
uc021rmg.2	FGF14-AS2	283481
uc001vpi.4	TPP2	7174
uc001vpu.2	BIVM-ERCC5	100533467
uc001vpw.3	ERCC5	2073
uc001vps.3	BIVM	54841
uc010agc.3	BIVM	54841
uc010tjc.1	ERCC5	2073
uc010tjd.1	ERCC5	2073
uc001vpv.3	BIVM	54841
uc010tjb.2	ERCC5	2073
uc001vpt.3	BIVM	54841
uc001vpx.1	METTL21EP	121952
uc032aoc.1	U02063	n/a
uc032aog.1	U02063	n/a
uc010tjf.2	DAOA	267012
uc010tjg.2	DAOA	267012
uc001vqb.4	DAOA	267012
uc001vpz.3	DAOA	267012
uc001vqc.3	DAOA	267012
uc001vqe.3	DAOA	267012
uc010agd.3	DAOA	267012
uc001vqf.2	LINC00343	144920
uc001vqg.4	LINC00460	728192
uc031qne.1	LINC00551	283483
uc031qnf.1	LINC00443	100874173
uc032aoi.1	DQ587130	n/a
uc032aok.1	JC172208	n/a
uc032aoo.1	DQ601422	n/a
uc001vqq.3	ABHD13	84945
uc001vqr.3	TNFSF13B	10673
uc010agj.3	TNFSF13B	10673
uc001vqs.1	TNFSF13B	10673
uc032aor.1	L13714	n/a
uc001vqt.1	MYO16	23026
uc010agk.2	MYO16	23026
uc001vqu.1	MYO16	23026
uc010tjh.1	MYO16	23026
uc032aos.1	DQ582447	n/a
uc032aot.1	DQ586320	n/a
uc032aou.1	L13714	n/a
uc032aov.1	LINC00676	101409253
uc001vqx.3	COL4A2	1284
uc032aow.1	MIR8073	102465872
uc032apa.1	DQ598327	n/a
uc001vrc.3	CARKD	55739
uc010tjj.2	CARKD	55739
uc001vrb.3	CARKD	55739
uc001vqz.3	CARKD	55739
uc001vra.3	CARKD	55739
uc010tjk.2	CARKD	55739
uc010tjl.2	CARKD	55739
uc010tji.2	CARKD	55739
uc021rmn.1	CARKD	55739
uc032apb.1	DQ570337	n/a
uc001vrh.4	ING1	3621
uc001vri.3	ING1	3621
uc001vrg.3	ING1	3621
uc001vrf.4	ING1	3621
uc031qni.1	ING1	3621
uc001vrw.4	ARHGEF7	8874
uc001vrx.4	ARHGEF7	8874
uc001vrr.2	ARHGEF7	8874
uc001vrs.2	ARHGEF7	8874
uc001vrt.2	ARHGEF7	8874
uc010tjo.2	ARHGEF7	8874
uc001vrv.4	ARHGEF7	8874
uc010tjp.1	ARHGEF7	8874
uc010tjn.1	ARHGEF7	8874
uc010agn.1	ARHGEF7	8874
uc001vry.1	ARHGEF7	8874
uc032apg.1	JC171932	n/a
uc001vrz.1	AX748212	n/a
uc001vsa.3	TEX29	121793
uc032aph.1	JC172329	n/a
uc001vsb.1	SOX1	6656
uc001vsc.3	AK055145	n/a
uc032apj.1	LINC01070	101928698
uc001vsd.2	SPACA7	122258
uc032apl.1	L13714	n/a
uc001vsh.1	ATP11AUN	400165
uc001vsi.4	ATP11A	23250
uc001vsj.4	ATP11A	23250
uc001vsm.1	ATP11A	23250
uc010ago.3	ATP11A	23250
uc021rmp.1	AK025511	n/a
uc001vso.3	BC035340	n/a
uc010tjs.2	MCF2L	23263
uc010tjr.2	MCF2L	23263
uc031qnk.1	MCF2L	23263
uc001vss.4	MCF2L	23263
uc031qnl.1	MCF2L	23263
uc001vst.1	MCF2L	23263
uc001vsv.4	F7	2155
uc001vsw.4	F7	2155
uc010tjt.3	F7	2155
uc010agp.2	F7	2155
uc001vsx.3	F10	2159
uc001vsy.3	F10	2159
uc010agq.1	F10	2159
uc010agr.2	PROZ	8858
uc001vta.2	PROZ	8858
uc021rmv.2	CUL4A	8451
uc021rmu.1	CUL4A	8451
uc032apq.1	CUL4A	8451
uc010agu.4	CUL4A	8451
uc010tjz.2	CUL4A	8451
uc001vtl.1	AK126278	n/a
uc032apr.1	MIR8075	102465874
uc001vtm.1	LAMP1	3916
uc010tka.1	LAMP1	3916
uc001vtu.4	TMCO3	55002
uc001vtt.4	TMCO3	55002
uc001vtw.3	TFDP1	7027
uc010tkd.2	TFDP1	7027
uc001vty.4	TFDP1	7027
uc010tke.2	TFDP1	7027
uc010agx.3	TFDP1	7027
uc001vtv.3	TFDP1	7027
uc010tkf.2	GRK1	6011
uc001vuh.3	TMEM255B	348013
uc031qnn.1	GAS6-AS1	650669
uc031qno.2	AK092862	n/a
uc021rmw.1	GAS6-AS2	100506394
uc032apu.1	DQ586320	n/a
uc032apv.1	JC172092	n/a
uc032apw.1	LINC00452	643365
uc001vub.3	LINC00452	643365
uc031qnp.1	LINC00452	643365
uc001vuk.1	CDC16	8881
uc001vul.1	CDC16	8881
uc032apz.1	MIR548AR	100847035
uc001vum.1	CDC16	8881
uc001vun.1	CDC16	8881
uc001vuo.1	CDC16	8881
uc010tkm.1	CDC16	8881
uc032aqa.1	MIR4502	100616227
uc001vup.3	UPF3A	65110
uc001vuq.3	UPF3A	65110
uc001vur.3	UPF3A	65110
uc001vut.3	UPF3A	65110
uc001vuu.3	UPF3A	65110
uc010tkn.2	UPF3A	65110
uc001vuv.3	CHAMP1	283489
uc010tko.2	CHAMP1	283489
uc010ahb.3	CHAMP1	283489
uc031zxl.1	L13714	n/a
uc031qko.1	LINC00417	100874164
uc001ulv.1	DQ586768	n/a
uc001uly.2	DQ587539	n/a
uc010tcj.1	ANKRD20A9P	284232
uc021rgv.1	DQ572285	n/a
uc031zxn.1	JC172092	n/a
uc009zzj.3	TUBA3C	7278
uc010tck.2	ANKRD26P3	100101938
uc031zxo.1	DQ580215	n/a
uc010tcm.2	TPTE2	93492
uc001umd.3	TPTE2	93492
uc009zzl.3	TPTE2	93492
uc001ume.3	TPTE2	93492
uc009zzk.4	TPTE2	93492
uc009zzm.3	TPTE2	93492
uc010tcl.2	TPTE2	93492
uc021rgx.1	PSPC1	55269
uc031zxp.1	DQ580663	n/a
uc010tcn.1	ZMYM5	9205
uc001umn.3	ZMYM5	9205
uc001umo.3	ZMYM5	9205
uc001umm.1	ZMYM5	9205
uc031zxz.1	DQ587130	n/a
uc001umx.1	GJA3	2700
uc001umy.3	GJB2	2706
uc001unc.4	GJB6	10804
uc001una.4	GJB6	10804
uc001und.4	GJB6	10804
uc001umz.4	GJB6	10804
uc001unb.4	GJB6	10804
uc001une.3	CRYL1	51084
uc001unf.3	CRYL1	51084
uc001ung.3	CRYL1	51084
uc010tcp.1	CRYL1	51084
uc021rhc.1	MIR4499	100616304
uc031zya.1	JB733771	n/a
uc001unn.1	AK055408	n/a
uc001uno.1	N6AMT2	221143
uc009zzr.1	N6AMT2	221143
uc001unp.4	N6AMT2	221143
uc031zyc.1	FW312330	n/a
uc001unq.4	XPO4	64328
uc010tcr.1	XPO4	64328
uc031zyd.1	LINC00367	101930748
uc001unr.5	LATS2	26524
uc009zzs.4	LATS2	26524
uc001unt.3	SKA3	221150
uc001unu.3	SKA3	221150
uc001unv.3	SKA3	221150
uc031zye.1	DQ578550	n/a
uc031zyg.1	LINC00539	100652865
uc031zyh.1	LINC00539	100652865
uc001uoc.4	ZDHHC20	253832
uc001uoe.4	ZDHHC20	253832
uc001uoa.3	ZDHHC20	253832
uc010tcs.3	ZDHHC20	253832
uc001uod.4	ZDHHC20	253832
uc001uof.3	MICU2	221154
uc010tct.2	MICU2	221154
uc031zyl.1	RNU6-59P	100873767
uc031qkr.1	LINC00424	100874182
uc031zyo.1	DQ596095	n/a
uc031zyp.1	L13714	n/a
uc031zyq.1	DQ578550	n/a
uc021rhf.1	BASP1P1	646201
uc031zys.1	DQ571358	n/a
uc031zyt.1	DQ571358	n/a
uc031zyu.1	RNU6-58P	100873766
uc001uon.3	SACS	26278
uc001uoo.3	SACS	26278
uc001uoq.1	SACS	26278
uc001uop.1	SACS	26278
uc031zyv.1	DQ585951	n/a
uc031zyw.1	DQ580986	n/a
uc001uox.4	MIPEP	4285
uc031qks.1	MIPEP	4285
uc001uoz.2	C1QTNF9B	387911
uc010tcx.3	C1QTNF9B	387911
uc010tcv.1	C1QTNF9B	387911
uc010tcw.3	C1QTNF9B	387911
uc001upb.2	ANKRD20A19P	400110
uc031zyz.1	DQ578550	n/a
uc031zza.1	DQ587130	n/a
uc031qkt.1	SPATA13-AS1	100874231
uc001upl.3	PARP4	143
uc010tdc.2	PARP4	143
uc031zzb.1	DQ596630	n/a
uc010tdf.3	CENPJ	55835
uc001upt.5	CENPJ	55835
uc010aaf.4	CENPJ	55835
uc031qku.1	CENPJ	55835
uc001upu.3	CENPJ	55835
uc010tdg.1	AK054988	n/a
uc010tdh.2	TPTE2P1	646405
uc001upx.4	TPTE2P1	646405
uc001upw.3	TPTE2P1	646405
uc031zzf.1	DQ578550	n/a
uc031zzg.1	DQ575296	n/a
uc031zzh.1	DQ588911	n/a
uc031zzi.1	DQ587130	n/a
uc001uqc.4	AMER2	219287
uc001uqb.4	AMER2	219287
uc001uqd.3	BC022569	n/a
uc001uqf.5	MTMR6	9107
uc001uqe.1	MTMR6	9107
uc021rhi.1	MTMR6	9107
uc021rhj.1	MTMR6	9107
uc031zzk.1	JA715136	n/a
uc031zzm.1	DQ578550	n/a
uc031zzn.1	DQ575296	n/a
uc031zzp.1	DQ578550	n/a
uc001uqm.1	SHISA2	387914
uc001uqo.3	RNF6	6049
uc001uqq.3	RNF6	6049
uc001uqp.3	RNF6	6049
uc001uqn.1	RNF6	6049
uc010tdk.2	RNF6	6049
uc031zzt.1	JC172329	n/a
uc031zzv.1	DQ580663	n/a
uc010aal.4	GPR12	2835
uc010tdl.2	GPR12	2835
uc021rhk.2	GPR12	n/a
uc032aaa.1	DQ578550	n/a
uc001uqy.3	USP12	219333
uc021rhm.1	MTIF3	219402
uc001urj.3	MTIF3	219402
uc021rhl.1	MTIF3	219402
uc001uri.3	MTIF3	219402
uc001urk.3	MTIF3	219402
uc001urh.3	MTIF3	219402
uc001url.4	LNX2	222484
uc001urm.1	LNX2	222484
uc032aag.1	PDX1-AS1	100861550
uc032aah.1	JC172151	n/a
uc001urv.4	CDX2	1045
uc010aan.1	URAD	646625
uc001urw.3	FLT3	2322
uc010aao.3	FLT3	2322
uc010tdn.2	FLT3	2322
uc021rhn.1	PAN3-AS1	100288730
uc001usb.3	FLT1	2321
uc010aar.1	FLT1	2321
uc001usc.3	FLT1	2321
uc010tdp.1	FLT1	2321
uc001usa.3	FLT1	2321
uc010aaq.2	FLT1	2321
uc010aap.2	FLT1	2321
uc001usd.3	FLT1	2321
uc010aat.1	FLT1	2321
uc010aas.1	FLT1	2321
uc031qkv.1	FLT1	2321
uc001use.3	BC048278	n/a
uc032aaj.1	DQ571825	n/a
uc001usj.3	SLC46A3	283537
uc001ush.3	SLC46A3	283537
uc001usi.3	SLC46A3	283537
uc001usg.3	SLC46A3	283537
uc032aal.1	SLC46A3	n/a
uc032aak.1	RNU6-53P	100873762
uc032aam.1	JB751182	n/a
uc032aan.1	JB751182	n/a
uc032aao.1	JB751182	n/a
uc001usn.3	MTUS2-AS1	100874107
uc001uso.3	SLC7A1	6541
uc001usp.3	UBL3	5412
uc031qkw.1	LINC00297	100874059
uc032aap.1	LINC00572	100861573
uc001uss.4	KATNAL1	84056
uc001ust.4	KATNAL1	84056
uc032aau.1	L13714	n/a
uc001usu.3	LINC00426	100188949
uc001usx.4	HMGB1	3146
uc001usv.4	HMGB1	3146
uc001usz.4	HMGB1	3146
uc001usy.4	HMGB1	3146
uc001uta.1	HMGB1	3146
uc021rhs.2	DQ593358	n/a
uc032aav.1	DQ578550	n/a
uc032aaw.1	DQ575296	n/a
uc001utg.2	TEX26-AS1	100507064
uc021rht.1	TEX26-AS1	100507064
uc001utl.4	HSPH1	10808
uc001utj.4	HSPH1	10808
uc001utk.4	HSPH1	10808
uc010tds.3	HSPH1	10808
uc010aaw.4	HSPH1	10808
uc010tdt.2	HSPH1	10808
uc010aax.2	HSPH1	10808
uc010aay.2	HSPH1	10808
uc021rhv.1	DQ581687	n/a
uc032aba.1	DQ575529	n/a
uc001utp.3	DQ585583	n/a
uc001utq.3	DQ585215	n/a
uc001utr.1	DQ599653	n/a
uc001uts.1	DQ594776	n/a
uc021rhw.1	DQ594776	n/a
uc032abe.1	EF141089	n/a
uc032abf.1	DQ594820	n/a
uc032abg.1	DQ580663	n/a
uc001utw.4	FRY-AS1	100507099
uc010abc.1	ZAR1L	646799
uc032abi.1	N4BP2L1	90634
uc032abj.1	N4BP2L1	90634
uc032abk.1	N4BP2L1	90634
uc001uuc.3	N4BP2L1	90634
uc001uud.3	N4BP2L1	90634
uc001uuf.3	N4BP2L1	90634
uc032abl.1	U57962	n/a
uc010tdz.2	N4BP2L2	10443
uc010abe.2	N4BP2L2	10443
uc001uuk.4	N4BP2L2	10443
uc001uuj.3	N4BP2L2	10443
uc001uug.3	N4BP2L2	10443
uc010abd.2	N4BP2L2	10443
uc001uuh.3	N4BP2L2	10443
uc001uum.3	U50535	n/a
uc031qla.2	MINOS1P1	100462953
uc010tea.2	N4BP2L2-IT2	116828
uc032abo.1	DQ580663	n/a
uc032abp.1	DQ588546	n/a
uc031qlb.1	LINC00423	100874167
uc001uux.3	STARD13	90627
uc001uuu.3	STARD13	90627
uc001uuw.3	STARD13	90627
uc001uuv.3	STARD13	90627
uc021ria.1	STARD13	90627
uc021rhz.1	STARD13	90627
uc032abr.1	STARD13	90627
uc010abh.1	STARD13	90627
uc032abt.1	L13714	n/a
uc032abu.1	DQ571358	n/a
uc031qld.2	LINC00457	100874179
uc032abw.1	DQ580663	n/a
uc032aca.1	MAB21L1	4081
uc001uvf.3	DCLK1	9201
uc001uve.4	DCLK1	9201
uc010teh.2	DCLK1	9201
uc001uvh.4	DCLK1	9201
uc010abk.3	DCLK1	9201
uc010tei.2	CCDC169-SOHLH2	100526761
uc010abm.3	CCDC169	728591
uc010tem.2	CCDC169	728591
uc010abn.3	CCDC169	728591
uc010abo.3	CCDC169	728591
uc010tej.2	CCDC169	728591
uc010tek.2	CCDC169	728591
uc010tel.2	CCDC169	728591
uc001uvj.3	SOHLH2	54937
uc032acc.1	SOHLH2	54937
uc001uvl.4	CCDC169	728591
uc001uvn.3	SPG20	23111
uc001uvo.3	SPG20	23111
uc001uvm.3	SPG20	23111
uc001uvq.3	SPG20	23111
uc010ten.2	SPG20	23111
uc001uvp.2	SPG20	23111
uc032ace.1	DQ593458	n/a
uc032acf.1	DQ580215	n/a
uc001uvw.3	SMAD9	4093
uc001uvx.3	SMAD9	4093
uc010tep.2	SMAD9	4093
uc001uvy.3	ALG5	29880
uc010teq.2	ALG5	29880
uc010ter.2	ALG5	29880
uc001uwg.3	SUPT20H	55578
uc001uwj.3	SUPT20H	55578
uc010abt.4	SUPT20H	55578
uc001uwh.3	SUPT20H	55578
uc001uwk.3	SUPT20H	55578
uc001uwi.3	SUPT20H	55578
uc001uwl.1	SUPT20H	55578
uc010tes.1	SUPT20H	55578
uc001uwf.3	SUPT20H	55578
uc001uwe.3	SUPT20H	55578
uc001uwd.3	SUPT20H	55578
uc001uwm.1	CSNK1A1L	122011
uc032acg.1	DQ580663	n/a
uc001uwo.4	POSTN	10631
uc010teu.2	POSTN	10631
uc010tev.2	POSTN	10631
uc001uwp.4	POSTN	10631
uc001uwr.3	POSTN	10631
uc010tew.2	POSTN	10631
uc001uwq.3	POSTN	10631
uc010tex.1	POSTN	10631
uc001uwt.3	TRPC4	7223
uc001uws.3	TRPC4	7223
uc010tey.2	TRPC4	7223
uc010abw.3	TRPC4	7223
uc010abx.3	TRPC4	7223
uc010aby.3	TRPC4	7223
uc010abv.3	TRPC4	7223
uc031qle.1	LINC00571	100874188
uc032acp.1	DQ571825	n/a
uc010tez.2	STOML3	161003
uc001uwx.3	STOML3	161003
uc001uwy.4	PROSER1	80209
uc032act.1	DQ580215	n/a
uc001uxf.3	LHFP	10186
uc001uxg.3	AK021977	n/a
uc021ril.1	MIR4305	100422940
uc032acw.1	DQ571825	n/a
uc021rim.1	LINC00548	400123
uc001uxk.3	LINC00598	646982
uc021rin.1	LINC00598	646982
uc001uxj.4	LINC00598	646982
uc001uxl.4	FOXO1	2308
uc010acc.1	FOXO1	2308
uc031qlh.1	FOXO1	n/a
uc032acx.1	DQ580215	n/a
uc021rip.1	MIR320D1	100313896
uc001uxm.4	MRPS31	10240
uc021riq.2	TPTE2P5	100616668
uc001uxp.3	TPTE2P5	100616668
uc001uxq.3	SUGT1P3	283507
uc001uxo.3	TPTE2P5	100616668
uc032acy.1	DQ580663	n/a
uc001uxs.3	ELF1	1997
uc010tfc.2	ELF1	1997
uc010acd.3	ELF1	1997
uc032adb.1	DQ580663	n/a
uc032adc.1	MIR3168	100422878
uc001uxu.1	KBTBD6	89890
uc001uxw.1	KBTBD7	84078
uc001uxy.3	MTRF1	9617
uc010tff.2	MTRF1	9617
uc001uxx.3	MTRF1	9617
uc001uxz.3	MTRF1	9617
uc001uyc.1	MTRF1	9617
uc021riu.1	RNU6-57P	100873765
uc001uyj.3	VWA8	23078
uc001uyk.3	VWA8	23078
uc031qli.1	MIR5006	100847026
uc032add.1	DQ576164	n/a
uc032ade.1	DQ596393	n/a
uc032adl.1	DQ593458	n/a
uc001uyw.2	EPSTI1	94240
uc001uyx.2	EPSTI1	94240
uc032adm.1	DQ580663	n/a
uc001uzc.4	ENOX1	55068
uc001uzb.4	ENOX1	55068
uc001uza.4	ENOX1	55068
uc010tfm.1	ENOX1	55068
uc010acf.3	CCDC122	160857
uc010tfn.1	CCDC122	160857
uc032adq.1	JC172092	n/a
uc001uzh.2	SMIM2	79024
uc031qlj.1	SMIM2-IT1	100874377
uc032adt.1	MIR8079	102465876
uc001uzi.1	AX748251	n/a
uc001uzl.4	TUSC8	400128
uc032adu.1	DQ596630	n/a
uc001uzn.4	TSC22D1	8848
uc001uzm.4	TSC22D1	8848
uc021rja.1	TSC22D1	8848
uc021riz.1	TSC22D1	8848
uc001uzo.2	TSC22D1	8848
uc032adv.1	DQ578550	n/a
uc032adw.1	DQ575296	n/a
uc032adx.1	DQ588911	n/a
uc021rjc.1	LINC00330	144817
uc001uzp.2	NUFIP1	26747
uc032ady.1	L13714	n/a
uc032adz.1	JC172092	n/a
uc032aea.1	RNU6-69P	100873773
uc001uzx.4	KCTD4	386618
uc001uzy.2	TPT1	7178
uc021rjg.2	TPT1	7178
uc001uzz.2	TPT1	7178
uc001vaa.1	SNORA31	677814
uc010tfp.2	TPT1	7178
uc010tfq.2	DL489966	n/a
uc010tfs.3	SLC25A30	253512
uc001vag.4	SLC25A30	253512
uc010tft.3	SLC25A30	253512
uc001vah.4	SLC25A30	253512
uc001vaf.3	SLC25A30	253512
uc032aeb.1	DQ578550	n/a
uc032aec.1	DQ575296	n/a
uc032aed.1	DQ588545	n/a
uc001val.2	ERICH6B	220081
uc001vam.1	ERICH6B	220081
uc001vap.3	SIAH3	283514
uc001vas.2	ZC3H13	23091
uc010tfw.1	ZC3H13	23091
uc001vat.1	ZC3H13	23091
uc001vaq.2	ZC3H13	23091
uc001vaw.3	CPB2	1361
uc031qlk.1	CPB2	1361
uc001vba.4	LCP1	3936
uc001vaz.4	LCP1	3936
uc001vay.4	LCP1	3936
uc010ack.3	LCP1	3936
uc031qll.1	LINC00563	100861554
uc001vbf.5	KIAA0226L	80183
uc010acl.4	KIAA0226L	80183
uc010tfz.3	KIAA0226L	80183
uc010acm.4	KIAA0226L	80183
uc010acn.4	KIAA0226L	80183
uc001vbh.5	KIAA0226L	80183
uc001vbe.5	KIAA0226L	80183
uc001vbi.5	KIAA0226L	80183
uc010aco.1	KIAA0226L	80183
uc010tfy.3	KIAA0226L	80183
uc032aej.1	JC010900	n/a
uc032ael.1	DQ578550	n/a
uc001vbn.3	ESD	2098
uc001vbp.1	ESD	2098
uc010acr.4	HTR2A	3356
uc001vbr.4	HTR2A	3356
uc032aeq.1	DQ571826	n/a
uc032aer.1	L13714	n/a
uc032aet.1	DQ593458	n/a
uc001vbs.3	SUCLA2	8803
uc010tgc.2	SUCLA2	8803
uc010tgd.2	SUCLA2	8803
uc010tgb.2	SUCLA2	8803
uc032aeu.1	DQ571825	n/a
uc032aev.1	L13714	n/a
uc010tgf.2	MED4	29079
uc001vby.2	MED4	29079
uc032aew.1	MED4	29079
uc032aex.1	DQ600650	n/a
uc001vca.3	LINC00441	100862704
uc032aez.1	DQ587130	n/a
uc001vcf.3	LPAR6	10161
uc001vce.3	LPAR6	10161
uc010acu.3	LPAR6	10161
uc001vcc.1	LPAR6	10161
uc032afa.1	DQ589229	n/a
uc001vch.4	RCBTB2	1102
uc010tgg.3	RCBTB2	1102
uc001vci.4	RCBTB2	1102
uc010tgh.3	RCBTB2	1102
uc001vcj.3	RCBTB2	1102
uc010acv.2	RCBTB2	1102
uc010tgi.2	RCBTB2	1102
uc031qln.1	LINC00462	100129597
uc032afc.1	JC172208	n/a
uc010adf.4	CAB39L	81617
uc001vcx.4	CAB39L	81617
uc032afg.1	CAB39L	81617
uc032afh.1	CAB39L	81617
uc001vcw.4	CAB39L	81617
uc032afi.1	DQ580663	n/a
uc032afl.1	JC172250	n/a
uc032afm.1	JC172208	n/a
uc001vde.1	RCBTB1	55213
uc032afo.1	DQ580663	n/a
uc032afp.1	DQ580663	n/a
uc001vdi.4	EBPL	84650
uc001vdh.4	EBPL	84650
uc001vdg.4	EBPL	84650
uc032afs.1	EBPL	84650
uc001vdj.2	KPNA3	3839
uc032aft.1	DQ580215	n/a
uc032afu.1	DQ580663	n/a
uc001vdl.2	SPRYD7	57213
uc001vdm.2	SPRYD7	57213
uc010tgm.1	SPRYD7	57213
uc010adj.3	SPRYD7	57213
uc001vdn.1	DLEU2	8847
uc001vea.1	MIR16-1	406950
uc001vdo.1	DLEU2	8847
uc001vdx.3	DLEU2	8847
uc001vdy.3	DLEU2	8847
uc001vdz.3	DLEU2	8847
uc001veb.2	DLEU2	8847
uc001vdw.3	DLEU2	8847
uc001vdv.3	DLEU2	8847
uc021rjp.1	MIR3613	100500908
uc001vex.2	DLEU7	220107
uc001vez.3	DLEU7	220107
uc032afx.1	DQ572566	n/a
uc031qlp.1	RNASEH2B-AS1	100874255
uc001vfc.4	GUCY1B2	2974
uc010tgo.2	GUCY1B2	2974
uc032afy.1	DQ580663	n/a
uc031qlr.1	LINC00371	647166
uc031qlq.1	LINC00371	647166
uc031qls.1	MIR5693	100847003
uc001vfj.3	INTS6	26512
uc001vfk.3	INTS6	26512
uc001vfm.3	INTS6	26512
uc001vfl.3	INTS6	26512
uc001vfi.3	INTS6	26512
uc001vfq.4	DHRS12	79758
uc001vfr.2	DHRS12	79758
uc001vfs.2	DHRS12	79758
uc010tgq.1	LINC00282	283521
uc001vft.1	LINC00282	283521
uc010tgr.1	CCDC70	n/a
uc001vfy.3	ATP7B	540
uc001vfw.3	ATP7B	540
uc001vfx.3	ATP7B	540
uc010tgt.2	ATP7B	540
uc010tgu.2	ATP7B	540
uc010tgv.2	ATP7B	540
