ucsc_gene	entrez_gene
uc002xyz.3	57403
uc002xza.3	9217
uc002xze.1	164284
uc002xzi.3	8675
uc002xzw.3	2778
uc002yag.3	51497
uc002yai.2	1522
uc002yak.3	81027
uc002yal.3	514
uc002yam.3	51012
uc002yan.3	128611
uc002yaq.3	1908
uc002yau.3	116154
uc002yaz.3	10388
uc002ybb.3	5509
uc002ybc.3	63939
uc002ybe.3	60437
uc002ybn.2	1002
uc002ybs.3	6874
uc002ybx.1	5688
uc002ycb.3	26039
uc002yce.4	26164
uc002ycf.2	11255
uc002yck.1	9885
uc002yco.3	11047
uc002ycq.3	3911
uc002ycr.3	6227
uc002ycv.2	81928
uc002ycw.2	140893
uc002ycx.1	140628
uc002ydb.1	28231
uc002ydf.3	4923
uc002ydi.3	55257
uc002ydj.3	11054
uc002ydm.3	1299
uc002ydp.3	10732
uc002ydr.2	11083
uc002ydy.3	54994
uc002yea.4	63910
uc002yeh.3	54915
uc002yej.3	79444
uc002yel.3	55738
uc002yes.2	1137
uc002yey.1	3785
uc002yff.3	79144
uc002yfg.3	5753
uc002yfi.1	6725
uc002yfj.3	79025
uc002yfm.2	85441
uc002yfq.1	26205
uc002yfr.1	50861
uc002yfz.3	8771
uc002ygc.3	10139
uc002ygk.3	84619
uc002ygp.4	54923
uc002ygv.2	140685
uc002ygx.1	140701
uc002ygy.3	7165
uc002yhf.3	80331
uc002yhl.1	57473
uc002yhm.2	140700
uc002yho.3	24148
uc002yhs.3	54345
uc002yib.3	10287
uc002yie.1	198437
uc002yii.3	4661
uc002yil.4	55251
uc002yjm.3	149998
uc002yjo.4	54033
uc002yjr.3	150000
uc002yjt.3	6782
uc002yju.1	64092
uc002yjx.2	8204
uc002yjy.1	29761
uc002yki.3	1525
uc002ykk.3	10950
uc002yko.4	54149
uc002ykv.3	140578
uc002ykw.3	5651
uc002yld.2	4685
uc002yln.3	54148
uc002ylp.1	58494
uc002ylt.3	522
uc002yly.4	2551
uc002ylz.3	351
uc002ymd.3	116159
uc002ymf.3	9510
uc002ymg.3	11096
uc002ymo.1	29104
uc002ymr.2	26046
uc002yms.3	10069
uc002ymy.3	10600
uc002ynb.3	10694
uc002ynf.3	56911
uc002ynj.3	571
uc002yno.1	2897
uc002ynu.2	9073
uc002ynv.3	643803
uc002ynw.3	388818
uc002ynx.1	643812
uc002yny.1	337963
uc002ynz.4	337959
uc002yoa.3	140258
uc002yob.1	337960
uc002yod.3	254950
uc002yog.1	337970
uc002yok.1	337973
uc002yom.3	337968
uc002yop.3	337966
uc002you.3	337879
uc002yov.3	337880
uc002yow.1	7074
uc002ypa.3	6647
uc002ypd.2	57466
uc002yph.3	30811
uc002ypi.3	54069
uc002ypj.3	56246
uc002ypn.2	9875
uc002ypr.1	59271
uc002yqc.3	56683
uc002yqh.2	8867
uc002yqn.3	94104
uc002yqx.2	10215
uc002yqz.3	116448
uc002yrd.3	3455
uc002yrn.3	3454
uc002yrp.4	3460
uc002yrw.3	54943
uc002yrx.3	2618
uc002yse.1	6651
uc002ysk.3	29980
uc002yta.1	6453
uc002yto.3	6526
uc002ytp.2	64968
uc002ytt.1	9992
uc002ytu.4	54065
uc002yue.3	1827
uc002yvb.1	873
uc002yve.3	874
uc002yvg.3	9980
uc002yvi.3	23515
uc002yvj.3	8208
uc002yvk.1	23562
uc002yvr.2	6493
uc002yvv.3	53820
uc002yvw.1	51227
uc002yvz.3	7267
uc002ywf.1	10311
uc002ywk.3	1859
uc002ywo.2	3763
uc002ywx.3	3772
uc002yxa.3	2078
uc002yxg.3	2114
uc002yxi.3	8624
uc002yxk.2	54014
uc002yxo.3	3150
uc002yxs.3	7485
uc002yxu.3	150082
uc002yya.3	6450
uc002yyj.1	10317
uc002yyo.3	150084
uc002yyp.3	5121
uc002yyq.1	1826
uc002yyw.3	25825
uc002yzb.1	54097
uc002yzf.1	4600
uc002yzn.1	54101
uc002yzq.1	63977
uc002yzw.3	25966
uc002yzy.4	49854
uc002zag.1	89766
uc002zak.2	150147
uc002zaq.3	9619
uc002zav.3	7033
uc002zaw.3	7032
uc002zax.1	7031
uc002zbb.2	64699
uc002zbf.3	53347
uc002zbg.3	89765
uc002zbi.3	54020
uc002zbx.3	5152
uc002zci.3	10785
uc002zcm.3	4731
uc002zcq.1	5316
uc002zcv.2	875
uc002zdd.1	1409
uc002zdf.2	150094
uc002zdi.3	11077
uc002zdk.3	23076
uc002zdm.4	8566
uc002zdr.3	1476
uc002zds.2	8568
uc002zdv.3	56894
uc002zea.3	7109
uc002zeb.3	5822
uc002zec.4	8209
uc002zee.3	23308
uc002zeh.1	29947
uc002zei.2	326
uc002zel.3	5211
uc002zep.2	755
uc002zew.1	7226
uc002zfa.3	81543
uc002zfe.1	54084
uc002zfh.1	386677
uc002zfi.1	386679
uc002zfj.1	386682
uc002zfk.1	386672
uc002zfl.1	386680
uc002zfn.4	386675
uc002zfo.1	386681
uc002zfp.4	386676
uc002zfq.3	353333
uc002zfr.4	386678
uc002zfs.1	386684
uc002zft.3	386683
uc002zfu.3	353323
uc002zfv.3	353332
uc002zfy.3	7327
uc002zfz.1	6612
uc002zgb.2	754
uc002zgf.3	3689
uc002zgl.3	85395
uc002zgy.2	104
uc002zhc.3	23275
uc002zhi.3	80781
uc002zhl.2	6573
uc002zhq.2	54039
uc002zhu.1	1291
uc002zia.1	1292
uc002zif.3	10841
uc002zij.3	4047
uc002zin.2	114044
uc002zir.1	8888
uc002ziv.3	54059
uc002zjf.3	54058
uc002zji.4	5116
uc002zjo.2	23181
uc002zju.1	6285
uc002zjy.3	3275
uc002zly.3	23765
uc002zmb.2	27439
uc002zmf.3	27440
uc002zmk.1	51816
uc002zml.2	27443
uc002zmp.1	83733
uc002zmr.1	529
uc002zmw.3	23786
uc002zng.4	57553
uc002znp.4	55670
uc002znv.2	51807
uc002zny.3	11274
uc002zoh.4	8214
uc002zok.4	5625
uc002zoq.1	9993
uc002zou.3	8220
uc002zow.2	23617
uc002zoz.3	6576
uc002zpf.1	7290
uc002zpg.3	64976
uc002zpk.2	128977
uc002zpm.2	7353
uc002zpr.3	8318
uc002zpu.2	7122
uc002zpv.2	100526833
uc002zpz.2	100526833
uc002zqa.1	6899
uc002zqf.1	54584
uc002zqu.3	1312
uc002zqz.3	421
uc002zrc.1	128989
uc002zri.3	54487
uc002zrl.1	27037
uc002zro.1	5902
uc002zrr.2	29801
uc002zrv.3	65078
uc002zsh.3	7625
uc002zsk.2	91179
uc002zsl.2	84861
uc002zsq.3	51586
uc002zsz.4	5297
uc002ztb.1	3053
uc002ztf.2	1399
uc002zto.3	8216
uc002ztr.1	80764
uc002zud.3	6545
uc002zuq.4	150221
uc002zur.4	23119
uc002zvb.2	150223
uc002zve.3	164592
uc002zvf.3	23753
uc002zvg.4	23759
uc002zvl.3	29799
uc002zvn.3	5594
uc002zvp.2	9647
uc002zvs.3	8940
uc002zvx.1	7441
uc002zwc.1	140883
uc002zwj.3	23532
uc002zwt.3	27156
uc002zwu.1	2781
uc002zwv.1	9609
uc002zww.3	613
uc002zxs.3	7621
uc002zxt.3	29802
uc002zxw.3	400916
uc002zxx.3	4320
uc002zyk.4	91319
uc002zyp.4	66035
uc002zyr.1	4282
uc002zyz.4	1652
uc002zze.4	2952
uc002zzi.1	23523
uc002zzn.1	56241
uc002zzp.4	2687
uc002zzv.4	23384
uc002zzy.4	135
uc003aaf.3	51733
uc003aah.2	83606
uc003aan.1	2678
uc003aaq.2	388886
uc003abg.2	129049
uc003abk.1	255349
uc003abn.3	85379
uc003abo.1	1417
uc003abp.1	1415
uc003abx.4	157
uc003abz.1	84700
uc003acb.3	23544
uc003acg.2	57168
uc003aci.3	89781
uc003acs.2	24144
uc003acx.3	8459
uc003acy.1	1414
uc003acz.4	1413
uc003adj.3	4330
uc003adk.3	23760
uc003adp.4	23331
uc003adt.1	11200
uc003aea.3	150274
uc003aeb.3	150275
uc003aec.3	7494
uc003aeg.3	84133
uc003aej.1	25770
uc003aem.3	129080
uc003aeq.1	25807
uc003aev.3	2130
uc003afc.1	10634
uc003aff.3	10633
uc003afj.3	162
uc003afo.3	4744
uc003afs.3	8563
uc003afx.4	8508
uc003age.4	4771
uc003agl.3	164633
uc003agn.3	55954
uc003agq.1	29796
uc003agr.3	84164
uc003agv.4	8897
uc003agy.3	150280
uc003agz.2	3976
uc003ahb.3	5008
uc003ahk.4	83874
uc003ahl.3	10291
uc003ahp.3	200312
uc003ahr.3	23541
uc003ahy.3	266629
uc003aid.2	284904
uc003aii.1	9514
uc003aij.2	23481
uc003aip.2	6948
uc003ais.1	339665
uc003aiw.1	150290
uc003aiy.1	23762
uc003ajc.3	150291
uc003aje.1	22880
uc003aju.4	27124
uc003aka.3	50487
uc003akb.3	91445
uc003akh.3	3985
uc003akm.3	113791
uc003akq.3	23598
uc003aku.3	4733
uc003akz.2	56478
uc003ale.3	9814
uc003alk.2	23761
uc003alp.4	253143
uc003aly.3	25775
uc003alz.3	7533
uc003amc.3	6523
uc003ami.3	6527
uc003amm.2	51493
uc003amn.2	254240
uc003amq.3	25793
uc003amx.3	8224
uc003anb.3	7078
uc003ane.4	9215
uc003anj.3	91464
uc003anl.3	10042
uc003anp.3	10043
uc003ant.2	3162
uc003anu.4	4174
uc003anx.3	23551
uc003anz.3	4151
uc003aoe.3	80830
uc003aon.4	23543
uc003aot.3	80833
uc003apa.3	23780
uc003apg.3	4627
uc003apk.1	25828
uc003app.4	80020
uc003apr.3	8664
uc003aps.2	10369
uc003apv.2	11020
uc003apx.3	5816
uc003apy.4	4689
uc003aqa.4	1439
uc003aqf.3	339669
uc003aqh.3	7263
uc003aqs.1	164656
uc003aqv.1	3560
uc003aqy.1	114904
uc003arb.3	6753
uc003arc.3	5880
uc003arf.3	27128
uc003asq.4	114794
uc003ass.2	4242
uc003asu.1	29775
uc003asx.1	29775
uc003asz.4	11135
uc003ata.3	3957
uc003atc.3	26088
uc003ati.3	23616
uc003atn.3	3956
uc003atp.3	79159
uc003atr.3	11078
uc003aty.3	3005
uc003atz.3	23464
uc003aub.1	8484
uc003auc.3	129138
uc003aui.3	85377
uc003auj.2	84645
uc003aul.3	5435
uc003aun.1	6663
uc003aus.3	9463
uc003auu.3	23539
uc003auw.3	80115
uc003aux.1	8398
uc003auy.1	8398
uc003avf.1	25829
uc003avk.3	1454
uc003avs.1	3761
uc003avu.3	11015
uc003avy.4	10521
uc003avz.1	11144
uc003awb.3	25776
uc003awe.3	56993
uc003awf.3	9929
uc003awg.3	9567
uc003awi.2	25777
uc003awj.3	10126
uc003awk.3	23467
uc003awl.3	23466
uc003axb.3	23492
uc003axf.3	5155
uc003axi.3	6122
uc003axt.3	10454
uc003axx.3	54471
uc003axz.3	468
uc003ayb.3	91582
uc003ayd.3	8911
uc003ayg.3	150350
uc003ayh.2	9402
uc003ayk.1	113828
uc003ayp.4	158
uc003ayu.1	27352
uc003ayw.1	57591
uc003ayz.3	2847
uc003azc.3	10478
uc003aze.3	6767
uc003azh.3	63929
uc003azj.3	150353
uc003azk.3	9978
uc003azl.4	2033
uc003azo.3	83746
uc003azq.4	150356
uc003azu.3	5905
uc003azw.3	23264
uc003azy.3	7008
uc003azz.1	10766
uc003bac.3	50
uc003baf.3	171568
uc003bak.1	27254
uc003bal.2	5372
uc003bam.2	27351
uc003bao.1	2547
uc003bav.3	4809
uc003bax.1	79640
uc003baz.1	150365
uc003bba.1	339674
uc003bbh.1	79879
uc003bbi.3	6721
uc003bbl.2	115650
uc003bbn.3	79019
uc003bbr.4	55964
uc003bbt.3	164684
uc003bbw.4	4668
uc003bbz.3	150368
uc003bca.3	91689
uc003bcb.3	4700
uc003bce.3	1565
uc003bci.3	1564
uc003bcj.1	6942
uc003bcn.4	150372
uc003bcq.3	27341
uc003bcu.3	84271
uc003bdb.3	53947
uc003bdd.2	26286
uc003bdg.4	11252
uc003bdi.3	25809
uc003bdk.3	638
uc003bdl.1	27349
uc003bdn.3	706
uc003bdo.3	706
uc003bdq.3	23170
uc003bdt.2	80274
uc003bdy.2	64800
uc003bee.1	25830
uc003beg.3	150379
uc003bei.1	80339
uc003bej.3	25813
uc003ben.3	29780
uc003bet.2	85352
uc003beu.1	84247
uc003bfr.3	10762
uc003bfw.1	23313
uc003bfy.3	7380
uc003bga.4	55007
uc003bgc.3	27127
uc003bgj.1	2192
uc003bgm.2	25814
uc003bgo.2	7477
uc003bgq.1	55267
uc003bgx.1	5465
uc003bhe.3	150383
uc003bhh.3	10343
uc003bhi.3	55020
uc003bhp.3	55687
uc003bhw.1	9620
uc003bhx.3	23151
uc003bia.3	64781
uc003bib.3	25771
uc003bim.4	25817
uc003biv.3	23774
uc003bix.2	9889
uc003biy.3	79087
uc003bje.1	400935
uc003bjg.1	23209
uc003bjj.3	54456
uc003bjn.4	56666
uc003bjs.1	80305
uc003bkb.1	85378
uc003bkg.3	83933
uc003bkm.1	6300
uc003bkr.3	5600
uc003bkv.4	23654
uc003blc.3	9701
uc003blh.3	6305
uc003blj.3	79924
uc003bll.1	55586
uc003blp.2	91289
uc003blx.4	29781
uc003bma.3	9997
uc003bmb.4	1890
uc003bmh.2	440836
uc003bmi.3	113730
uc003bmm.3	1375
uc003bmv.3	1120
uc003bmy.3	23542
uc003bmz.4	410
uc003bne.1	85358
uc003bnh.4	49
uc003bot.3	10752
uc003bpa.3	27255
uc003bpc.3	152330
uc003bpp.4	51095
uc003bpq.3	51185
uc003bpt.4	57633
uc003bpz.2	285362
uc003bqf.3	8553
uc003bqg.3	55207
uc003bqi.3	9695
uc003bql.2	2917
uc003bqq.3	29995
uc003bqu.3	51066
uc003brb.3	859
uc003brc.3	5021
uc003brd.3	56852
uc003brf.1	9901
uc003brn.4	25917
uc003brt.3	55209
uc003bry.3	375323
uc003brz.3	64419
uc003bsd.3	151835
uc003bsf.3	7862
uc003bsj.3	4968
uc003bst.3	8536
uc003bsx.1	10474
uc003btg.3	26140
uc003btp.3	63924
uc003btt.4	84522
uc003btu.3	132014
uc003bua.3	84818
uc003bug.3	78987
uc003bul.2	285368
uc003bun.3	55831
uc003buw.3	2177
uc003buz.3	115795
uc003bvb.3	55845
uc003bvc.3	7428
uc003bve.1	3656
uc003bvf.3	9797
uc003bvn.3	6396
uc003bvt.3	491
uc003bvz.3	6538
uc003bwc.3	10533
uc003bwh.3	132001
uc003bwm.3	6854
uc003bwo.3	7079
uc003bwx.3	5468
uc003bxb.3	80746
uc003bxd.3	23609
uc003bxf.4	5894
uc003bxg.1	55287
uc003bxk.2	23066
uc003bxl.3	6161
uc003bxv.1	23225
uc003bxy.3	79885
uc003bye.1	7476
uc003byj.4	131474
uc003byk.2	79188
uc003byn.3	27258
uc003byu.1	80852
uc003byw.3	51244
uc003byy.3	84077
uc003bzc.3	152273
uc003bzi.3	7182
uc003bzl.3	64432
uc003bzm.1	64145
uc003bzn.3	23473
uc003bzp.1	9467
uc003bzs.1	131965
uc003bzu.3	85403
uc003bzx.3	8292
uc003caf.3	26061
uc003cah.3	686
uc003caj.1	23243
uc003car.4	117248
uc003cau.3	285381
uc003caw.3	92106
uc003cay.3	23180
uc003cbb.3	1618
uc003cbe.3	9779
uc003cbj.3	6304
uc003cbk.1	131096
uc003cbl.4	151651
uc003cbq.3	8850
uc003cbu.3	151648
uc003cce.3	79750
uc003ccg.2	7325
uc003cch.3	7324
uc003ccj.3	28512
uc003ccs.2	9975
uc003ccy.4	7068
uc003cdh.3	5915
uc003cdj.2	7155
uc003cdl.3	55768
uc003cdn.3	54995
uc003cdt.2	152110
uc003cdv.3	9497
uc003cdx.3	8320
uc003cea.3	152100
uc003ceb.3	64343
uc003cei.3	152098
uc003cel.3	27303
uc003cen.3	7048
uc003cep.2	339896
uc003cew.3	23171
uc003cex.3	152189
uc003cey.1	112616
uc003cfa.1	54918
uc003cfb.4	51143
uc003cfc.1	25904
uc003cff.3	131405
uc003cfg.1	1233
uc003cfi.1	2720
uc003cfk.2	643853
uc003cfl.4	10491
uc003cfo.1	26032
uc003cfp.3	25827
uc003cfy.3	10015
uc003cgb.3	10777
uc003cgh.1	6769
uc003cgi.2	85443
uc003cgj.3	9881
uc003cgk.3	9852
uc003cgl.3	4292
uc003cgp.2	9209
uc003cgw.3	2803
uc003chd.3	3680
uc003chg.3	10217
uc003chl.3	50853
uc003chm.3	5333
uc003chp.1	9940
uc003cht.3	30
uc003chy.3	9943
uc003chz.3	9390
uc003cib.2	9389
uc003cic.2	9942
uc003cif.3	93
uc003cih.2	9941
uc003ciq.3	6336
uc003cit.3	57599
uc003ciw.1	64689
uc003cjg.3	64651
uc003cjk.2	165904
uc003cjo.2	54977
uc003cju.3	4336
uc003cka.3	25924
uc003ckc.3	10289
uc003ckd.4	956
uc003ckg.3	9045
uc003ckm.2	285268
uc003ckv.4	54986
uc003cky.3	22906
uc003cle.3	131375
uc003clf.2	7433
uc003clj.3	9117
uc003clk.1	51188
uc003clo.3	4820
uc003clu.2	92999
uc003clv.1	131377
uc003clx.3	57467
uc003cly.4	152206
uc003cme.3	1238
uc003cmh.3	1582
uc003cmk.2	389114
uc003cmm.4	100506243
uc003cmp.4	729085
uc003cmr.1	84892
uc003cmt.4	54861
uc003cmv.3	55129
uc003cmx.3	51099
uc003cna.4	375337
uc003cnd.4	285343
uc003cnf.2	353274
uc003cnj.3	55888
uc003cnl.1	285349
uc003cnm.3	10168
uc003cnq.3	7584
uc003cnt.3	91392
uc003cnu.1	115560
uc003cnx.4	56992
uc003cnz.3	131616
uc003cod.3	51304
uc003coi.2	23016
uc003cok.4	7123
uc003com.3	64866
uc003cop.1	23395
uc003coq.3	8994
uc003cos.2	22908
uc003cox.1	54585
uc003coz.2	10803
uc003cpb.4	79443
uc003cpc.1	10663
uc003cpf.3	2829
uc003cph.1	1230
uc003cpk.2	1232
uc003cpm.4	729230
uc003cpo.4	1234
uc003cpp.4	9034
uc003cpq.3	4057
uc003cps.1	83597
uc003cpw.1	100132146
uc003cqb.2	259173
uc003cqe.1	29122
uc003cql.1	4634
uc003cqo.2	151903
uc003cqp.3	23218
uc003cqs.3	29072
uc003cqx.3	64147
uc003crd.3	23276
uc003crf.1	25930
uc003crh.1	22937
uc003crk.3	54859
uc003crp.4	10675
uc003crq.2	6599
uc003cru.3	22907
uc003csb.2	4134
uc003csh.1	993
uc003csj.2	820
uc003cso.3	10201
uc003csq.1	646424
uc003csw.2	5364
uc003ctc.3	79714
uc003cte.1	51372
uc003ctf.1	84126
uc003ctp.1	51246
uc003ctv.3	5210
uc003cty.1	90226
uc003ctz.2	1294
uc003cub.1	7384
uc003cun.3	51517
uc003cup.3	51447
uc003cux.1	5576
uc003cva.4	788
uc003cvb.3	10425
uc003cvg.3	54681
uc003cvj.2	11180
uc003cvk.1	55152
uc003cvq.3	25915
uc003cvt.3	3615
uc003cvv.3	54870
uc003cvx.3	5859
uc003cwe.3	3913
uc003cwg.4	64925
uc003cwh.3	200942
uc003cwn.2	375341
uc003cwq.2	7375
uc003cwu.3	387
uc003cwv.4	6988
uc003cww.3	275
uc003cwz.1	84276
uc003cxe.4	8927
uc003cxf.3	327
uc003cxg.3	4485
uc003cxh.3	63891
uc003cxj.3	386724
uc003cxl.1	29925
uc003cxm.1	9807
uc003cxq.1	389119
uc003cxr.3	7318
uc003cxs.1	10293
uc003cxt.1	79012
uc003cxy.4	4486
uc003cxz.3	84315
uc003cyc.3	10180
uc003cyg.3	10181
uc003cyj.3	6405
uc003cyl.2	2779
uc003cyn.4	10991
uc003cyq.1	2771
uc003cyu.3	7869
uc003cyz.3	132228
uc003czp.3	3373
uc003czv.3	8692
uc003czy.1	11334
uc003dad.1	11186
uc003dag.1	51364
uc003daj.1	10641
uc003dal.3	11068
uc003dan.1	11070
uc003daq.3	9254
uc003dat.3	51161
uc003dav.3	51409
uc003dax.3	1154
uc003dba.2	7867
uc003dbc.3	7873
uc003dbd.3	29890
uc003dbe.2	9730
uc003dbm.4	51368
uc003dbt.1	389123
uc003dbv.3	132141
uc003dbw.1	9136
uc003dbz.3	10039
uc003dca.4	118442
uc003dch.2	57060
uc003dco.3	25864
uc003dcq.3	95
uc003dcs.3	6159
uc003dct.3	1849
uc003dcu.3	25886
uc003dcz.2	211
uc003ddb.3	54106
uc003ddl.2	80335
uc003ddo.3	132158
uc003ddx.3	8314
uc003ddy.3	51533
uc003dea.1	56920
uc003deb.3	7134
uc003ded.4	11188
uc003dej.3	23166
uc003den.3	64943
uc003dep.2	440957
uc003der.2	55193
uc003dfd.3	26354
uc003dfi.4	55830
uc003dfq.4	6787
uc003dfs.3	3697
uc003dfv.2	3699
uc003dfz.3	3700
uc003dgc.4	100526772
uc003dgj.3	91869
uc003dgm.3	5580
uc003dgo.3	7086
uc003dgu.4	776
uc003dgz.3	55349
uc003dha.3	55540
uc003dhd.3	93973
uc003dhf.3	55799
uc003dhl.3	57408
uc003dhn.3	7474
uc003dhr.1	26059
uc003dhz.3	285331
uc003die.4	23272
uc003dih.2	50650
uc003dil.3	54756
uc003din.4	8820
uc003dio.3	26060
uc003dit.2	201625
uc003diw.4	201626
uc003dix.4	378
uc003dja.3	201627
uc003djd.1	7871
uc003djj.2	2317
uc003djp.1	1776
uc003djs.4	57406
uc003dju.4	11102
uc003djz.1	54899
uc003dkf.4	5162
uc003dkl.3	8309
uc003dkn.3	11170
uc003dkq.3	131177
uc003dkt.1	200844
uc003dky.3	2272
uc003dlb.3	5793
uc003dlg.3	57415
uc003dli.2	55079
uc003dll.2	8618
uc003dlp.3	132204
uc003dlr.3	132203
uc003dls.4	132200
uc003dlt.4	80145
uc003dma.1	9861
uc003dmf.3	166336
uc003dmg.3	56999
uc003dmn.3	9223
uc003dmx.3	26018
uc003dmy.3	84541
uc003dna.4	8801
uc003dnd.3	407738
uc003dnk.3	285203
uc003dnn.3	7110
uc003dno.3	9039
uc003dnr.3	10550
uc003dns.2	56203
uc003dnv.2	23150
uc003dnz.3	4286
uc003dol.3	27086
uc003dov.4	317649
uc003dpa.4	60675
uc003dpe.3	23429
uc003dpf.3	55164
uc003dpg.3	727936
uc003dph.1	151987
uc003dpl.1	23024
uc003dpm.1	5067
uc003dpy.4	6092
uc003dqe.2	6091
uc003dqj.3	253559
uc003dqn.3	389136
uc003dqp.4	25978
uc003dqr.2	3355
uc003dqt.3	8545
uc003dqv.3	55279
uc003dqw.3	285237
uc003dqy.3	2042
uc003drb.4	5627
uc003drf.3	200894
uc003drh.1	415117
uc003drl.1	63899
uc003drv.3	84100
uc003dsb.1	84864
uc003dsm.3	26339
uc003dst.3	56650
uc003dsx.3	1371
uc003dtc.3	10402
uc003dtd.3	131566
uc003dth.1	1295
uc003dtl.3	84319
uc003dtm.3	11259
uc003dtr.2	644444
uc003dtt.3	55773
uc003dtv.3	56954
uc003dtw.3	9868
uc003dtx.4	348801
uc003dtz.1	55076
uc003duc.3	84873
uc003dui.3	10342
uc003dun.3	25890
uc003duq.2	50939
uc003dut.3	57337
uc003duy.1	131909
uc003duz.3	54931
uc003dva.3	57092
uc003dve.4	27107
uc003dvg.3	100009676
uc003dvk.1	79598
uc003dvn.3	91775
uc003dvp.3	64332
uc003dvt.1	131368
uc003dvx.3	214
uc003dwc.3	868
uc003dwi.1	84692
uc003dws.4	285205
uc003dwt.1	961
uc003dwx.4	55081
uc003dwz.3	11148
uc003dxb.4	57650
uc003dxd.3	9666
uc003dxh.2	84666
uc003dxi.1	50852
uc003dxj.2	9626
uc003dxl.3	27136
uc003dxm.3	401081
uc003dxo.3	151871
uc003dxq.4	55211
uc003dxt.2	25945
uc003dxx.3	10225
uc003dxy.3	79413
uc003dxz.3	257068
uc003dyg.3	90102
uc003dyk.4	55347
uc003dyo.3	29114
uc003dyq.4	79669
uc003dyu.3	285335
uc003dyw.3	4345
uc003dza.4	151888
uc003dzd.3	64422
uc003dze.3	55032
uc003dzf.3	151887
uc003dzi.1	344807
uc003dzk.1	131450
uc003dzn.3	29083
uc003dzr.3	25871
uc003dzy.3	91653
uc003ead.2	55779
uc003eag.4	152185
uc003eak.3	54847
uc003eam.3	205717
uc003ean.2	80218
uc003eao.3	523
uc003eaq.4	54762
uc003eau.3	254887
uc003eax.3	57577
uc003eay.3	79691
uc003ebc.1	1814
uc003ebg.2	201633
uc003ebi.3	26137
uc003ebq.2	2596
uc003ebs.3	4045
uc003ebw.3	152404
uc003ecb.1	152405
uc003ecc.3	7348
uc003eci.3	8702
uc003ecj.4	57514
uc003eck.1	55254
uc003ecm.3	56983
uc003ecn.3	51300
uc003ecq.3	941
uc003ecs.3	141
uc003ecu.3	51365
uc003ecx.1	64091
uc003ecz.1	10063
uc003ede.4	89876
uc003edk.3	8856
uc003edm.3	2932
uc003edn.3	2932
uc003edr.2	116064
uc003eds.3	11167
uc003edu.3	4710
uc003edw.3	3081
uc003edx.3	285282
uc003edz.4	2960
uc003eec.4	9515
uc003eee.4	10721
uc003eeg.2	51725
uc003eeh.4	3059
uc003eei.4	2804
uc003een.3	55840
uc003eep.2	6565
uc003ees.3	286676
uc003eet.3	942
uc003eev.4	846
uc003eex.3	1475
uc003eey.3	131076
uc003eez.3	26355
uc003efa.1	54554
uc003efe.2	3836
uc003efh.3	83666
uc003efk.3	151636
uc003efm.2	165631
uc003efq.4	54625
uc003efu.2	79663
uc003efw.4	84925
uc003efz.1	54437
uc003egc.2	10954
uc003ege.3	26984
uc003egh.2	111
uc003egj.2	201562
uc003ego.3	4638
uc003eha.3	54763
uc003ehg.3	8997
uc003ehl.4	7372
uc003eho.3	3693
uc003ehq.2	56667
uc003ehs.4	57493
uc003ehv.4	84561
uc003ehx.4	7707
uc003eib.3	8723
uc003eic.3	114885
uc003eij.3	54946
uc003eim.1	10840
uc003eiu.1	348807
uc003eiv.3	79364
uc003eiz.2	131669
uc003eja.3	166012
uc003ejb.3	152065
uc003ejd.2	114112
uc003ejf.1	84303
uc003ejg.3	5361
uc003ejn.2	131601
uc003ejp.3	4171
uc003ejq.2	50512
uc003ejt.3	80325
uc003ejx.3	11343
uc003ekh.3	8607
uc003eki.3	60678
uc003ekk.1	165721
uc003eko.2	2624
uc003ekr.1	6184
uc003eks.1	7879
uc003ela.4	28976
uc003elh.1	57501
uc003elj.4	57501
uc003elm.2	2815
uc003elo.2	100534599
uc003els.3	22820
uc003elt.3	56941
uc003elx.3	8971
uc003emg.3	90288
uc003emh.1	8930
uc003emm.3	55764
uc003emt.3	6010
uc003emu.3	132243
uc003emx.2	23129
uc003enc.3	7200
uc003enj.3	30849
uc003env.1	28990
uc003eny.3	79858
uc003eoh.3	11222
uc003eok.3	131034
uc003eop.4	55
uc003eor.3	23317
uc003eow.3	51554
uc003epa.4	79876
uc003epe.2	27031
uc003epi.3	66000
uc003epn.1	8419
uc003epq.3	55573
uc003eps.3	11073
uc003epv.2	7018
uc003epx.2	58477
uc003epy.3	51560
uc003eqa.4	6578
uc003eqc.1	6259
uc003eqg.1	51421
uc003eqi.3	25847
uc003eqo.1	80254
uc003eqt.3	2047
uc003eqv.2	5523
uc003eqx.1	55167
uc003eqy.2	5096
uc003era.1	10274
uc003erf.4	80723
uc003erh.3	4690
uc003eri.2	53833
uc003erm.2	8403
uc003ero.1	51208
uc003erq.3	199221
uc003ers.2	51146
uc003erv.3	51163
uc003esa.1	25852
uc003ese.1	347736
uc003esi.4	22808
uc003esk.3	83850
uc003esl.3	80321
uc003esq.3	55179
uc003esw.3	668
uc003esy.1	389151
uc003etb.3	56945
uc003etf.4	9276
uc003eth.3	5948
uc003eti.2	5947
uc003etk.3	349565
uc003etn.3	64084
uc003eto.2	287015
uc003etr.2	55186
uc003ett.3	92369
uc003etv.3	92370
uc003etw.3	253461
uc003etz.1	5922
uc003eud.3	9616
uc003eug.1	483
uc003eun.4	7029
uc003euq.2	256356
uc003eut.3	54464
