ucsc_gene	entrez_gene
uc001znx.3	51103
uc001zny.3	23168
uc001znz.3	3706
uc001zoa.3	4058
uc001zod.3	26015
uc001zof.2	7301
uc001zok.4	23005
uc001zoo.4	8681
uc001zos.3	51332
uc001zot.3	30844
uc001zox.3	283748
uc001zoz.3	255189
uc001zpc.3	23339
uc001zpi.3	2595
uc001zpo.1	825
uc001zpw.3	64397
uc001zpz.2	8773
uc001zqc.3	255252
uc001zqe.3	55142
uc001zql.3	146059
uc001zqo.2	146057
uc001zqq.3	197131
uc001zqr.3	80021
uc001zqv.3	23582
uc001zra.4	2038
uc001zrd.2	9333
uc001zrf.1	116179
uc001zrg.3	9836
uc001zrk.1	146050
uc001zrn.3	27229
uc001zrr.4	7158
uc001zrt.3	4130
uc001zrw.3	9677
uc001zsc.3	1159
uc001zsf.3	161497
uc001zsh.3	117155
uc001zsn.3	548596
uc001zsu.3	2923
uc001zsw.1	80237
uc001zte.1	619189
uc001ztf.3	25764
uc001zth.1	4236
uc001zti.2	79968
uc001ztl.3	84978
uc001ztp.3	113201
uc001ztr.3	51496
uc001ztv.3	8669
uc001ztx.3	80208
uc001zuc.3	567
uc001zug.1	140691
uc001zuk.3	145645
uc001zul.4	6652
uc001zuo.3	405753
uc001zup.3	90527
uc001zut.1	53905
uc001zuy.3	90525
uc001zva.2	9153
uc001zvc.3	2628
uc001zve.3	79029
uc001zvh.3	84419
uc001zvj.3	7782
uc001zvq.3	26258
uc001zvv.3	58472
uc001zvy.3	80031
uc001zwe.3	283652
uc001zwi.4	50804
uc001zwm.1	399697
uc001zws.3	1854
uc001zwx.2	2200
uc001zwz.3	22995
uc001zxb.1	399694
uc001zxc.1	23741
uc001zxe.2	9728
uc001zxh.3	9318
uc001zxj.1	2585
uc001zxl.2	196951
uc001zxn.3	2252
uc001zxs.3	56986
uc001zxu.3	79895
uc001zxw.3	11001
uc001zxz.3	3067
uc001zyb.3	2553
uc001zyl.4	9101
uc001zyt.4	54822
uc001zyv.3	84888
uc001zyx.2	23431
uc001zyy.3	388121
uc001zza.4	1588
uc002aba.3	342035
uc002abh.3	29106
uc002abi.3	256586
uc002abk.3	29767
uc002abn.3	29766
uc002abo.3	123169
uc002abp.3	5597
uc002abq.3	10017
uc002abt.1	10681
uc002aby.2	4644
uc002acd.1	10776
uc002acg.4	56204
uc002aci.1	3175
uc002acj.2	256764
uc002acn.3	51187
uc002acq.3	5873
uc002act.3	9488
uc002ada.3	145788
uc002adc.3	161582
uc002adf.1	26108
uc002adg.3	283659
uc002adi.3	4734
uc002adp.3	374618
uc002adr.2	55329
uc002adu.3	54816
uc002aea.3	6938
uc002aeg.3	84952
uc002aem.3	145781
uc002aev.1	81488
uc002aex.3	8854
uc002aez.2	366
uc002afa.2	3990
uc002afd.1	102
uc002afj.3	54629
uc002afp.3	79811
uc002afs.3	54778
uc002afz.3	9133
uc002aga.3	4643
uc002agc.2	145773
uc002age.3	9245
uc002agg.3	2958
uc002agm.3	302
uc002agp.3	79664
uc002agv.3	6095
uc002agz.3	54832
uc002ahf.4	145741
uc002ahg.2	388125
uc002alb.4	83660
uc002all.3	7168
uc002alw.3	114294
uc002aly.3	51065
uc002alz.3	51762
uc002ama.3	83464
uc002amc.3	771
uc002amf.3	9960
uc002amn.3	283807
uc002amp.3	8925
uc002amr.3	23604
uc002amt.1	84191
uc002anc.1	79856
uc002and.3	5479
uc002anf.3	53944
uc002ank.3	9768
uc002anm.3	9325
uc002ann.3	23060
uc002ano.2	4947
uc002anq.3	348093
uc002ant.2	80119
uc002anv.3	80301
uc002aoa.3	348094
uc002aoe.3	51324
uc002aof.4	123263
uc002aog.3	123264
uc002aoi.1	51285
uc002aol.3	10081
uc002aom.3	10845
uc002aon.2	8483
uc002aoq.3	54956
uc002aos.2	9543
uc002aou.1	57722
uc002aox.3	54878
uc002apc.3	51495
uc002aph.3	10260
uc002apm.2	84465
uc002apr.2	54962
uc002apt.1	10302
uc002apu.1	10302
uc002apv.3	6124
uc002aqb.3	55055
uc002aqc.3	197021
uc002aqf.3	4091
uc002aqj.3	4088
uc002aqk.4	79719
uc002aqo.2	64799
uc002aqs.3	145853
uc002aqu.3	5607
uc002aqy.1	390598
uc002aqz.3	8554
uc002arb.3	91860
uc002arf.3	54982
uc002arg.3	10116
uc002ari.3	22801
uc002arl.3	8125
uc002arn.2	246777
uc002ars.2	79400
uc002ary.1	26035
uc002arz.2	54852
uc002asb.3	9493
uc002asd.1	6176
uc002asm.2	7090
uc002asr.3	55075
uc002ass.3	55323
uc002atb.1	79875
uc002ath.1	10002
uc002atl.4	4649
uc002atq.3	196996
uc002auc.3	56965
uc002auh.2	60677
uc002aun.4	3073
uc002auq.3	338949
uc002avb.3	585
uc002avf.4	83440
uc002avj.1	83440
uc002avm.4	4756
uc002avp.3	10021
uc002avq.3	283677
uc002avs.3	27020
uc002avv.1	80381
uc002avy.3	388135
uc002avz.3	161514
uc002awc.1	4016
uc002awe.3	9399
uc002awv.3	5371
uc002axc.2	283731
uc002axh.1	3671
uc002axj.3	64220
uc002axo.3	80125
uc002axt.2	1583
uc002axv.3	8482
uc002axy.1	84993
uc002ayd.3	10620
uc002aym.3	80153
uc002ayp.4	1543
uc002ayr.1	1544
uc002ayt.1	79748
uc002ayu.1	594855
uc002azb.1	10066
uc002azc.1	4351
uc002azh.4	57184
uc002azi.4	9377
uc002azj.1	54913
uc002azk.2	192683
uc002azo.3	60490
uc002azq.4	56905
uc002azy.3	54939
uc002bad.3	79661
uc002baf.3	4123
uc002bai.3	25942
uc002bal.3	5780
uc002bas.3	10073
uc002bau.3	257364
uc002baw.3	1464
uc002bax.1	161753
uc002bbg.2	92912
uc002bbk.3	26263
uc002bbo.3	145957
uc002bbq.3	123591
uc002bbt.2	2108
uc002bbw.1	64843
uc002bby.3	49855
uc002bcd.3	5955
uc002bcf.2	9051
uc002bcj.3	10099
uc002bcr.3	10363
uc002bct.1	84894
uc002bcy.4	23102
uc002bdb.1	10518
uc002bdd.3	3419
uc002bdh.3	23205
uc002bdi.3	55466
uc002bdn.3	80349
uc002bdp.2	1381
uc002bdr.2	3658
uc002bdy.3	1138
uc002bec.3	1136
uc002bed.1	1143
uc002bej.4	11173
uc002bel.3	10933
uc002bep.3	5923
uc002bet.3	390616
uc002beu.3	23423
uc002bew.1	23251
uc002bex.4	10588
uc002bfc.4	597
uc002bff.2	54469
uc002bfm.2	2184
uc002bfr.3	9915
uc002bfu.3	58489
uc002bfw.1	57214
uc002bfy.1	23184
uc002bfz.3	59274
uc002bgb.3	161502
uc002bgm.3	80765
uc002bgq.1	84206
uc002bgt.1	79631
uc002bgv.3	283726
uc002biv.3	64506
uc002bjd.2	123722
uc002bje.3	123720
uc002bjg.3	9455
uc002bjl.2	83640
uc002bjn.3	53339
uc002bjp.3	53346
uc002bjs.1	50810
uc002bjt.1	646
uc002bjw.3	6457
uc002bjz.4	57188
uc002bkr.3	54993
uc002bks.3	54581
uc002bkw.2	84942
uc002bla.3	4828
uc002blb.1	23478
uc002bld.3	9640
uc002ble.3	57538
uc002blg.3	9154
uc002blh.3	5151
uc002blu.1	11214
uc002bly.3	64410
uc002blz.1	123624
uc002bme.2	4916
uc002bmj.2	26589
uc002bml.3	64963
uc002bmq.2	55070
uc002bmt.2	64782
uc002bmv.1	3669
uc002bnc.3	145864
uc002bng.4	4240
uc002bnk.2	11057
uc002bnl.3	6017
uc002bnr.4	5428
uc002bnz.2	51458
uc002boe.3	90381
uc002bof.2	374654
uc002boi.3	8800
uc002boj.3	56964
uc002bon.3	145873
uc002bop.4	290
uc002bos.4	100526783
uc002bov.2	374655
uc002box.3	3418
uc002boz.3	10509
uc002bpb.4	10519
uc002bpc.3	390637
uc002bpd.1	440307
uc002bpf.1	51335
uc002bpk.4	342132
uc002bpl.1	8826
uc002bpp.3	64784
uc002bpr.3	641
uc002bpu.1	5045
uc002bpv.3	2242
uc002bqc.3	4122
uc002bqe.4	374659
uc002bqg.3	55898
uc002bqk.3	91433
uc002bqm.3	9055
uc002bqp.1	26276
uc002bqv.3	9899
uc002bqx.2	28232
uc002bra.3	8128
uc002bsp.3	1106
uc002btj.3	55784
uc002bue.3	145946
uc002buh.1	91948
uc002buk.1	283777
uc002bul.3	3480
uc002bum.3	145814
uc002bup.3	23336
uc002bux.3	64927
uc002bva.1	123355
uc002bvf.3	4205
uc002bvl.3	145748
uc002bvv.1	170691
uc002bwb.3	204219
uc002bwg.3	55180
uc002bwk.3	140460
uc002bwn.4	220
uc002bwr.3	79705
uc002bww.3	6627
uc002bwy.3	5046
uc002bxi.3	80213
uc002bxm.3	123283
uc002cdf.1	26682
uc002cfi.2	51728
uc002cfj.4	79622
uc002cfl.4	64285
uc002cfo.3	4350
uc002cfr.3	8131
uc002cft.1	3050
uc002cfu.1	3042
uc002cfv.4	3040
uc002cfx.1	3039
uc002cfz.3	3049
uc002cgc.1	55692
uc002cgf.3	83986
uc002cgj.1	8786
uc002cgm.1	398
uc002cgo.1	64714
uc002cgp.2	8312
uc002cgs.2	10573
uc002cgu.4	58986
uc002cgz.3	4833
uc002chb.3	26063
uc002chf.3	9727
uc002chi.3	6650
uc002chk.3	146325
uc002chl.3	283948
uc002cht.1	117166
uc002chv.1	84326
uc002cic.1	84331
uc002cii.1	197335
uc002cip.3	89941
uc002cis.1	9028
uc002cit.3	10273
uc002ciw.1	339123
uc002ciz.1	84219
uc002cje.3	65990
uc002cjg.3	124093
uc002cjo.1	84264
uc002cjr.3	64428
uc002cjt.1	10232
uc002ckb.3	113000
uc002cke.4	63922
uc002ckh.4	51764
uc002ckn.3	30812
uc002cks.3	8912
uc002cky.3	64499
uc002ckz.3	7177
uc002cld.2	7329
uc002clk.2	8938
uc002cll.3	115939
uc002clm.3	84572
uc002clv.2	1186
uc002cly.3	9894
uc002cmb.3	9742
uc002cmg.3	90861
uc002cmk.3	23162
uc002cmm.3	4832
uc002cmo.3	65993
uc002cmu.3	90864
uc002cmw.4	10101
uc002cna.3	3029
uc002cnd.3	81889
uc002cnf.3	64711
uc002cnh.3	6123
uc002cni.2	4716
uc002cno.2	6187
uc002cnt.1	146310
uc002cnu.1	10607
uc002cnx.3	124056
uc002cob.3	2671
uc002cod.3	9143
uc002cof.1	90850
uc002coh.4	283869
uc002coi.3	9351
uc002col.1	4913
uc002con.3	7249
uc002cos.1	5310
uc002cou.3	25837
uc002cow.3	84231
uc002cpc.3	64223
uc002cpi.2	283870
uc002cpk.1	283871
uc002cpm.3	1877
uc002cpp.3	1775
uc002cpr.3	1632
uc002cpu.3	10921
uc002cpy.1	21
uc002cqd.1	899
uc002cqh.3	80178
uc002cqj.3	4917
uc002cql.3	57465
uc002cqs.3	5170
uc002crd.3	54442
uc002crf.3	83886
uc002crk.3	23524
uc002crm.3	6923
uc002cro.1	260429
uc002crt.3	10942
uc002cru.3	124220
uc002cry.1	64063
uc002csc.3	84256
uc002csg.3	79412
uc002csj.4	124222
uc002csn.3	9088
uc002csu.4	9074
uc002csv.4	51330
uc002csy.1	54985
uc002ctb.2	79228
uc002ctf.4	146439
uc002cth.3	64386
uc002ctv.1	84891
uc002cua.3	7755
uc002cuk.2	7752
uc002cun.1	4210
uc002cuq.3	10127
uc002cus.3	91151
uc002cut.4	7627
uc002cuw.1	4993
uc002cvc.3	7727
uc002cvd.3	146434
uc002cvi.3	646174
uc002cvk.1	23059
uc002cvp.2	84464
uc002cvr.3	1773
uc002cvt.4	10131
uc002cvv.3	1387
uc002cvx.3	115
uc002cvz.4	6345
uc002cwc.1	84662
uc002cwf.3	100529144
uc002cwj.1	114990
uc002cwk.3	9093
uc002cwo.3	57407
uc002cwq.4	3163
uc002cww.3	29965
uc002cwx.2	124402
uc002cxa.3	23295
uc002cxe.3	84309
uc002cxj.2	124401
uc002cxn.3	146562
uc002cxp.1	26048
uc002cxq.3	124404
uc002cxv.3	79641
uc002cxx.4	84656
uc002cyb.3	29855
uc002cyd.1	5493
uc002cye.2	9717
uc002cyg.3	51172
uc002cym.3	56052
uc002cyo.2	196483
uc002cyy.2	54715
uc002cyz.3	79091
uc002czc.4	18
uc002cze.3	25880
uc002czf.4	5373
uc002czi.1	23589
uc002czl.2	7874
uc002czm.3	29035
uc002czo.4	2903
uc002czw.3	80063
uc002czx.3	2013
uc002czz.1	146279
uc002daa.1	4682
uc002dai.4	4261
uc002dal.3	28955
uc002dao.3	23274
uc002dar.1	8651
uc002das.3	7142
uc002dat.1	58531
uc002dau.1	5620
uc002dav.3	5619
uc002daw.1	116028
uc002dbb.3	9516
uc002dbf.3	8303
uc002dbg.1	51061
uc002dbl.3	29066
uc002dbp.1	26156
uc002dbt.3	2935
uc002dbv.3	608
uc002dbw.2	92017
uc002dby.4	92017
uc002dca.4	55313
uc002dce.2	2072
uc002dcg.3	57496
uc002dco.3	51283
uc002dcq.3	8399
uc002dda.4	23042
uc002ddd.3	123803
uc002dde.3	54700
uc002ddn.2	255027
uc002ddo.3	89927
uc002dds.3	54820
uc002ddx.3	4629
uc002dec.1	123811
uc002den.4	368
uc002deq.3	408050
uc002dfa.3	64131
uc002dfl.1	23204
uc002dfm.3	23049
uc002dfq.3	79905
uc002dfr.3	10229
uc002dfu.4	162073
uc002dfw.3	51760
uc002dga.4	728276
uc002dgc.4	79838
uc002dgh.3	51573
uc002dgl.4	9738
uc002dgn.2	57020
uc002dgq.3	400506
uc002dgr.3	124152
uc002dgt.3	51704
uc002dgu.1	124274
uc002dgw.3	2813
uc002dha.3	7369
uc002dhc.1	204474
uc002dhe.3	54988
uc002dhk.4	348158
uc002dhm.1	116285
uc002dho.3	55623
uc002dhr.3	6296
uc002dhv.3	81691
uc002dhz.3	123879
uc002dif.4	57146
uc002dii.2	7783
uc002dim.3	1428
uc002dje.3	51108
uc002djg.2	10261
uc002djh.3	146183
uc002djx.3	7385
uc002dkd.2	730094
uc002dki.3	29904
uc002dkk.3	55718
uc002dkn.3	1039
uc002dlh.3	653786
uc002dli.3	9956
uc002dll.3	57478
uc002dlm.1	6340
uc002dln.3	6338
uc002dlo.3	91949
uc002dlq.3	23062
uc002dlt.4	124454
uc002dlv.3	56061
uc002dlw.3	4706
uc002dlx.1	79728
uc002dly.2	84516
uc002dlz.1	5347
uc002dma.4	10595
uc002dmb.1	63928
uc002dme.3	5579
uc002dmf.3	10368
uc002dmh.3	5930
uc002dmm.3	27327
uc002dmu.3	115584
uc002dnb.3	55114
uc002dnx.1	51451
uc002doc.3	343
uc002dod.4	342357
uc002dof.3	9951
uc002doi.1	197370
uc002don.3	3566
uc002dos.2	50615
uc002dov.2	2975
uc002dow.3	23247
uc002doz.2	146395
uc002dpa.1	23214
uc002dpd.3	388228
uc002dph.4	8663
uc002dpp.3	1201
uc002dqb.2	55911
uc002dqc.3	246778
uc002dqd.1	26471
uc002dqf.3	112869
uc002dqh.2	6799
uc002dqt.4	8663
uc002dqy.3	11273
uc002drh.2	7284
uc002drl.3	25970
uc002dro.1	487
uc002drq.3	79874
uc002dru.3	84901
uc002dtm.3	6693
uc002dto.3	23475
uc002dtp.2	283897
uc002dtr.4	653808
uc002dts.3	3835
uc002due.4	112476
uc002dug.4	79447
uc002dui.3	9961
uc002dum.3	10423
uc002dut.3	253982
uc002duv.3	253980
uc002dva.2	9344
uc002dve.3	8479
uc002dvg.1	283899
uc002dvn.3	8448
uc002dvs.2	146378
uc002dvt.3	83723
uc002dwp.3	79153
uc002dws.3	5595
uc002dww.3	11151
uc002dxb.3	552900
uc002dxg.3	79008
uc002dxk.3	6818
uc002dxs.3	10421
uc002dxu.2	26000
uc002dxv.1	29895
uc002dxy.3	1731
uc002dyf.3	79077
uc002dyi.4	3683
uc002dyk.4	79724
uc002dyq.3	92595
uc002dys.2	146542
uc002dyx.3	115509
uc002dyy.3	78994
uc002dzd.4	64319
uc002dze.1	10847
uc002dzm.3	90835
uc002dzq.3	9810
uc002dzs.1	23361
uc002dzv.3	9274
uc002dzw.3	1489
uc002dzy.2	283932
uc002eab.2	54620
uc002eac.3	93129
uc002ead.1	9739
uc002eaf.2	80270
uc002eal.3	6810
uc002eap.3	9726
uc002eaq.3	339105
uc002eas.3	79001
uc002eaw.4	10295
uc002eax.3	84148
uc002ebc.4	5652
uc002ebd.3	146547
uc002ebf.3	2521
uc002ebn.2	493829
uc002ebo.3	260434
uc002ebr.3	3684
uc002ebu.1	3687
uc002ebv.1	3681
uc002ebx.2	1339
uc002ecc.3	79798
uc002ecd.2	7041
uc002ecf.4	6524
uc002eci.2	64755
uc002ecj.3	51327
uc002eec.4	79801
uc002eef.4	55737
uc002eeh.3	23594
uc002eei.4	91807
uc002eek.1	388272
uc002eel.3	84706
uc002eeo.2	10294
uc002eer.2	81831
uc002eet.3	81533
uc002eev.4	5257
uc002efc.1	94160
uc002efg.1	85320
uc002efi.1	83752
uc002efo.1	6477
uc002efp.3	9683
uc002efq.3	869
uc002efr.3	123970
uc002efs.3	23090
uc002eft.3	255919
uc002efw.3	55027
uc002egd.1	113
uc002ege.2	29117
uc002egg.2	85407
uc002egk.2	124460
uc002egm.1	64127
uc002egq.1	1540
uc002egw.2	27324
uc002egy.3	80205
uc002ehi.4	5934
uc002ehl.3	64400
uc002ehp.3	23322
uc002ehr.3	79068
uc002eht.1	79191
uc002ehv.3	10265
uc002ehy.3	79190
uc002ehz.4	4313
uc002eid.1	84290
uc002eie.4	54947
uc002eil.3	1066
uc002eit.4	2775
uc002eiv.2	26077
uc002eiy.3	267
uc002ejb.3	55239
uc002ejd.2	583
uc002eje.1	84560
uc002ejf.3	4504
uc002ejh.3	4502
uc002ejy.3	4501
uc002eka.3	9688
uc002ekd.4	6559
uc002eke.1	9709
uc002eki.2	1071
uc002eks.2	221184
uc002elb.3	89970
uc002elf.1	23568
uc002elg.2	51090
uc002elh.3	6367
uc002eli.3	6376
uc002elj.1	6361
uc002ell.1	57019
uc002elq.3	57017
uc002elt.1	5432
uc002elv.4	55715
uc002elw.3	92922
uc002ely.3	221188
uc002emc.2	9289
uc002emh.3	222487
uc002emi.3	84229
uc002eml.1	10300
uc002emp.3	3801
uc002emt.2	1258
uc002emv.4	374739
uc002emx.1	57567
uc002emz.3	79650
uc002ena.3	4324
uc002enc.3	1459
uc002ene.3	29070
uc002enf.3	221191
uc002enk.3	65009
uc002ens.3	79918
uc002eod.1	55238
uc002eof.1	2806
uc002eog.2	1006
uc002eoi.3	1009
uc002eom.4	1003
uc002eos.3	7084
uc002epr.4	113540
uc002ept.3	146225
uc002epv.3	123920
uc002epz.3	146223
uc002eqb.1	1783
uc002eqf.3	8883
uc002eqi.3	766
uc002eqk.2	57546
uc002eql.3	1014
uc002eqo.2	6236
uc002eqr.3	8824
uc002eqt.3	23491
uc002erb.3	865
uc002erd.3	80262
uc002erf.3	84752
uc002eri.1	8717
uc002erk.1	55336
uc002erl.2	3299
uc002ert.3	653319
uc002erx.1	283849
uc002erz.3	1874
uc002esa.3	79767
uc002esf.3	26231
uc002esi.2	29100
uc002esl.3	29109
uc002esm.3	6553
uc002esu.2	146212
uc002esv.3	55282
uc002etb.3	51673
uc002etd.3	3291
uc002ete.1	9114
uc002etg.1	181
uc002etl.3	10664
uc002etn.3	146206
uc002etq.4	65057
uc002ett.3	50855
uc002etw.1	84080
uc002ety.3	388284
uc002eub.3	81577
uc002eud.3	57610
uc002euj.3	55815
uc002eun.4	80152
uc002euo.3	57215
uc002eup.3	10204
uc002eur.3	23644
uc002euu.3	123904
uc002euv.3	5681
uc002euw.3	1506
uc002eux.2	5699
uc002euy.1	3931
uc002evc.4	64180
uc002eve.3	64174
uc002evh.2	55794
uc002evi.3	54920
uc002evo.2	4775
uc002evq.1	80004
uc002evr.3	23659
uc002evu.2	9057
uc002evw.2	84138
uc002evy.2	54496
uc002ewa.3	55512
uc002ewc.3	146198
uc002ewe.3	146198
uc002ewf.2	1001
uc002ewg.1	999
uc002ewi.4	79613
uc002ewn.2	54921
uc002ewo.2	54921
uc002ews.4	84916
uc002ewu.3	6645
uc002eww.3	27183
uc002ewx.1	64146
uc002ewy.2	84342
uc002exa.3	51388
uc002exc.2	146456
uc002exd.3	7014
uc002exg.1	80777
uc002exl.2	10725
uc002exp.3	1728
uc002exs.3	28987
uc002exu.1	11060
uc002eyf.1	55066
uc002eym.1	118460
uc002eyn.1	16
uc002eyo.3	11269
uc002eyx.2	6483
uc002eyy.3	197258
uc002ezc.3	25839
uc002ezh.2	146433
uc002ezj.3	92154
uc002ezm.3	55697
uc002ezp.2	100130894
uc002ezr.3	54768
uc002faa.4	794
uc002faf.3	7571
uc002fam.1	7567
uc002fao.3	10164
uc002fap.2	6898
uc002fau.3	91862
uc002fax.3	23035
uc002fbd.2	342371
uc002fbk.1	9798
uc002fbp.3	1723
uc002fbr.4	3240
uc002fcb.3	9785
uc002fcd.3	83449
uc002fck.3	463
uc002fcq.3	5713
uc002fcr.2	283922
uc002fcx.3	2734
uc002fda.3	55159
uc002fdb.2	197259
uc002fde.2	79152
uc002fdh.1	79726
uc002fdl.1	84937
uc002fdn.3	197257
uc002fdo.3	162239
uc002fdr.3	440387
uc002fds.3	1504
uc002fdy.3	10428
uc002fee.1	124491
uc002fef.3	4166
uc002fem.3	79583
uc002fen.3	11345
uc002feo.2	23536
uc002fer.3	3735
uc002fet.2	54386
uc002fez.3	22879
uc002ffc.4	170692
uc002ffg.1	57687
uc002ffh.4	10143
uc002ffk.3	51741
uc002ffo.3	83657
uc002ffs.3	124359
uc002ffu.3	56942
uc002ffx.2	55839
uc002ffz.1	23300
uc002fgc.4	123775
uc002fgd.3	2653
uc002fgh.1	114780
uc002fgn.1	53630
uc002fgo.3	8139
uc002fgp.3	80790
uc002fgt.3	5336
uc002fgu.3	93517
uc002fgv.3	3294
uc002fgw.3	10200
uc002fgy.1	3281
uc002fgz.3	23417
uc002fhc.3	29948
uc002fhd.3	54550
uc002fhg.1	146167
uc002fhi.3	8720
uc002fhk.2	83693
uc002fhl.4	123872
uc002fhr.2	161931
uc002fhw.3	58189
uc002fhx.3	9914
uc002fib.3	57707
uc002fid.3	23406
uc002fig.3	79786
uc002fii.3	9100
uc002fiu.3	9764
uc002fix.3	23199
uc002fja.3	51659
uc002fjc.4	404550
uc002fjd.3	10328
uc002fje.3	1327
uc002fjh.3	3394
uc002fjl.3	2294
uc002fjq.3	2303
uc002fjr.3	2300
uc002fjw.3	79791
uc002fjx.3	81631
uc002fjz.1	23174
uc002fkd.3	57338
uc002fki.3	54758
uc002fkm.3	8140
uc002fkn.1	763
uc002fky.3	124245
uc002fla.3	27189
uc002flb.3	1535
uc002flg.1	4597
uc002flj.3	333929
uc002flk.3	115992
uc002flm.3	348180
uc002flu.3	81620
uc002flv.3	353
uc002fly.4	2588
uc002fmc.3	51693
uc002fmm.2	863
uc002fmt.3	1013
uc002fmx.1	29123
uc002fnj.3	6687
uc002fnm.2	6137
uc002fnq.3	27132
uc002fnr.4	1800
uc002fnu.3	5119
uc002fnw.1	124045
uc002foj.3	124044
uc002fom.1	9605
uc002fos.4	92822
uc002fou.1	2175
uc002foz.1	84501
uc002fpb.2	22980
uc002fpn.2	54849
uc002fpr.3	92806
uc002fpz.1	172
uc002fqe.1	79007
uc002fqi.1	2622
uc002frj.3	359845
uc002frp.3	79850
uc002frs.1	50628
uc002fru.3	51031
uc002frw.3	55178
uc002fsa.3	64359
uc002fsc.3	29928
uc002fsd.3	29
uc002fsi.1	286753
uc002fsj.3	7531
uc002fsl.3	1398
uc002fsp.3	4641
uc002fsr.3	51763
uc002fsv.3	124935
uc002fsz.1	8578
uc002ftd.3	83547
uc002ftj.2	124997
uc002ftk.1	5345
uc002ftl.3	5176
uc002ftm.4	114826
uc002fto.2	6117
uc002ftp.3	146760
uc002fts.3	1801
uc002ftx.3	124641
uc002fub.1	23293
uc002fue.1	63826
uc002fuj.3	55720
uc002fum.4	9905
uc002fur.3	4335
uc002fut.3	79066
uc002fuy.1	23277
uc002fvc.1	8390
uc002fvd.1	26189
uc002fvf.3	653166
uc002fvg.3	4995
uc002fvh.1	4994
uc002fvi.2	390756
uc002fvj.1	8387
uc002fvn.3	84690
uc002fvq.3	443
uc002fvt.1	162514
uc002fvz.1	23729
uc002fwa.3	1497
uc002fwc.3	30851
uc002fwg.1	83460
uc002fwi.3	5026
uc002fwo.4	3682
uc002fwp.3	83903
uc002fwt.3	84254
uc002fww.3	5023
uc002fwy.2	489
uc002fxe.3	23140
uc002fxm.4	124936
uc002fxo.3	51479
uc002fxt.3	201305
uc002fxx.2	124976
uc002fxy.2	124976
uc002fxz.4	10514
uc002fyd.4	124975
uc002fyf.1	342527
uc002fyh.3	246
uc002fyi.4	27043
uc002fyj.3	409
uc002fyp.3	400569
uc002fyr.4	58191
uc002fyv.2	84225
uc002fyw.1	9032
uc002fyx.3	284013
uc002fza.2	388323
uc002fzb.3	5694
uc002fzc.3	5338
uc002fzk.1	1145
uc002fzl.3	100130311
uc002fzo.2	8402
uc002fzs.3	26001
uc002gaa.3	5216
uc002gab.4	2027
uc002gae.3	9552
uc002gak.3	388324
uc002gan.2	10749
uc002gaq.3	124961
uc002gat.3	7775
uc002gbh.2	388325
uc002gbm.4	9135
uc002gbo.2	4927
uc002gby.1	708
uc002gca.3	56919
uc002gcc.1	51009
uc002gce.3	79003
uc002gcn.3	23302
uc002gcp.3	23746
uc002gcw.2	54478
uc002gdd.4	83394
uc002gde.4	9851
uc002gdf.4	84817
uc002gdj.3	284111
uc002gdo.3	54739
uc002gdt.3	83659
uc002gdx.4	239
uc002gea.3	440400
uc002ged.3	100529209
uc002geh.3	201232
uc002gei.1	162515
uc002gej.3	10462
uc002ger.3	433
uc002ges.4	432
uc002gev.3	37
uc002gez.1	1856
uc002gfa.3	79142
uc002gfb.3	11337
uc002gfd.2	23399
uc002gfi.1	23587
uc002gfm.4	1366
uc002gfp.3	6517
uc002gfq.2	51087
uc002gfr.3	1984
uc002gfx.1	2874
uc002gga.1	84461
uc002ggd.2	9744
uc002gge.4	147040
uc002ggf.1	339168
uc002ggi.4	8711
uc002ggo.2	57048
uc002ggs.3	254863
uc002ggt.1	57555
uc002ggv.3	374768
uc002ggw.3	201243
uc002ggx.1	284114
uc002ggz.3	2256
uc002ghb.3	1140
uc002ghd.4	57659
uc002ghf.4	5430
uc002ghi.1	407977
uc002ghm.3	26168
uc002ghr.1	100533955
uc002ghv.3	968
uc002ghw.3	9526
uc002ghz.1	6665
uc002gia.2	9513
uc002gic.2	112483
uc002gie.2	6462
uc002gif.1	482
uc002gij.2	7157
uc002gis.3	1949
uc002giu.1	146754
uc002giw.1	23135
uc002giy.3	92162
uc002gja.3	84316
uc002gjb.4	124637
uc002gjd.2	1107
uc002gjl.3	284023
uc002gjm.1	9196
uc002gjo.2	58485
uc002gjp.3	116840
uc002gjt.2	3000
uc002gju.3	247
uc002gjy.1	242
uc002gkc.3	84667
uc002gkd.3	5187
uc002gkh.4	84314
uc002gkm.3	9212
uc002gkq.4	80169
uc002gkr.3	5198
uc002gku.1	399512
uc002gkv.3	29098
uc002glc.3	22899
uc002gle.1	146852
uc002glj.3	81565
uc002gll.3	4628
uc002gln.3	146849
uc002glp.2	162387
uc002glq.1	146850
uc002glt.3	23533
uc002glw.4	9423
uc002glx.3	9482
uc002gly.3	146845
uc002gmd.1	9340
uc002gme.1	5957
uc002gmg.1	8522
uc002gmk.1	8735
uc002gmm.2	4626
uc002gmn.3	4622
uc002gmo.3	4619
uc002gmq.2	4621
uc002gmr.4	6341
uc002gmt.3	56985
uc002gmx.3	388335
uc002gnc.2	388336
uc002gne.3	1770
uc002gng.1	7566
uc002gnj.3	6416
uc002gnn.2	93649
uc002gnr.4	9912
uc002gnz.4	60528
uc002gob.1	9955
uc002gof.4	1352
uc002goh.1	9953
uc002goj.3	5376
